Cofinancier,Country,Other Sources,Approval Year (Date of Approval ADB),Approval Year (ADB),Product Approval Number,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,statuscofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
0.00,0.00,0.00,70.40,0.00,35.60,0.00,35.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Japan,EIB,World Bank","EIB,World Bank",1993,1993,,1276,26347,,,THA,Second Erawan Gas Transmission,SERD,SEEN,12/02/1993,70.40,0.00,0.00,,70.40,,,,,,,,,,OCR,3200,Energy,,,,,Sustainable Economic Growth,,,,,,,,,GS,,,,
EIB,EIB,EIB,1993,1993,,1276,26347,,,THA,Second Erawan Gas Transmission,SERD,SEEN,12/02/1993,,,,,0.00,,35.60,,35.60,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,12/02/1993,,,,,Sovereign,GS,,,PCR Oct-97 Adj from $46 to $35.6,
0.00,0.00,0.00,39.75,0.00,23.19,0.00,23.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,EIB,EIB,1994,1994,,1333,,,,PHI,Airport Development,SERD,SEID,11/24/1994,39.75,0.00,0.00,,39.75,,,,,,,,,,OCR,3700,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
EIB,EIB,EIB,1994,1994,,1333,,,,PHI,Airport Development,SERD,SEID,11/24/1994,,,,,0.00,,23.19,,23.19,Non-DVA,,,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,11/24/1994,,,,,Sovereign,,,,PCR Dec05. Adj Dec07 EIB from31.30 to $23.19,
0.00,0.00,0.00,217.83,0.00,125.25,0.00,125.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Japan,EIB",EIB,1995,1995,,1357,,,,INO,Gas Transmission and Distribution,SERD,SEID,06/08/1995,217.83,0.00,0.00,,217.83,,,,,,,,,,OCR,3200,Energy,,,,,Sustainable Economic Growth,,,,,,,,,HS,,,,
EIB,EIB,EIB,1995,1995,,1357,,,,INO,Gas Transmission and Distribution,SERD,SEID,06/08/1995,,,,,0.00,,125.25,,125.25,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,06/08/1995,,,,,Sovereign,HS,,,Adj Dec06 from $58 to $125.25 ref PCR,
0.00,0.00,0.00,130.00,0.00,59.82,0.00,59.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Japan,EIB",EIB,1995,1995,,1419,,,,PRC,Ping Hu Oil and Gas Development,EARD,EAEN,12/21/1995,130.00,0.00,0.00,,130.00,,,,,,,,,,OCR,3200,Energy,,,,,Sustainable Economic Growth,,,,,,,,,HS,,,,
EIB,EIB,EIB,1995,1995,,1419,,,,PRC,Ping Hu Oil and Gas Development,EARD,EAEN,12/21/1995,,,,,0.00,,59.82,,59.82,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,12/21/1995,,,,,Sovereign,HS,,,"adj 5Aug97. Adj in Dec04 from $64 to $59.82 ref PCR IN68-04, 25May04.",
0.00,0.00,0.00,300.00,0.00,60.00,0.00,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Germany,Japan,EIB,IsDB,World Bank","EIB,IsDB,World Bank",1996,1996,,1424,,,,PAK,Ghazi-Barotha Hydropower,CWRD,SAEN,01/18/1996,300.00,0.00,0.00,,300.00,,,,,,,,,,OCR,3200,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,"DR 2010. Case Study: Clean Power to Benefit All, pp 18-19."
EIB,EIB,EIB,1996,1996,,1424,,,,PAK,Ghazi-Barotha Hydropower,CWRD,SAEN,01/18/1996,,,,,0.00,,60.00,,60.00,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,01/18/1996,,,,,Sovereign,,,,"PCR IN 208-05, 15Aug05.","DR 2010. Case Study: Clean Power to Benefit All, pp 18-19."
0.00,0.00,0.00,40.00,0.00,22.50,0.00,22.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"U.K.,EIB,World Bank","EIB,World Bank",1997,1997,,1597,,,,BAN,Lafarge Surma Cement Ltd,PSOD,,12/18/1997,40.00,0.00,0.00,,40.00,,,,,,,,,,OCR,3500,Industry and Trade,,,,,Private Sector Development,,,,,,,,,,,,,
EIB,EIB,EIB,1997,1997,,1597,,,,BAN,Lafarge Surma Cement Ltd,PSOD,,12/18/1997,,,,,0.00,,22.50,,22.50,Non-DVA,,,Multilateral,Loan,OCR,3500,Industry and Trade,,,,,,,,12/18/1997,,,,,Non-Sovereign,,,,,
0.00,0.00,0.00,26.50,0.00,26.50,0.00,26.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Belgium,EIB",EIB,1999,1999,,1669,,,,PRC,Chengdu Generale Des Eaux-Marubeni Waterworks Company Limited,PSOD,,02/11/1999,26.50,0.00,0.00,,26.50,,,,,,,,,,OCR,3800,Water and Other Municipal Infrastructure and Services,,,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
EIB,EIB,EIB,1999,1999,,1669,,,,PRC,Chengdu Generale Des Eaux-Marubeni Waterworks Company Limited,PSOD,,02/11/1999,,,,,0.00,,26.50,,26.50,Non-DVA,,,Multilateral,Loan,OCR,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,02/11/1999,,,,,Non-Sovereign,,,,,
0.00,0.00,0.00,150.00,0.00,50.00,0.00,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,EIB,EIB,2001,2001,,1851,,,,PRC,Guangxi Roads Development,EARD,,10/30/2001,150.00,0.00,0.00,,150.00,,,,,,,,,,OCR,3700,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
EIB,EIB,EIB,2001,2001,,1851,,,,PRC,Guangxi Roads Development,EARD,,10/30/2001,,,,,0.00,,50.00,,50.00,Non-DVA,,,Multilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,10/30/2001,,,,,Sovereign,,,,EIB Board of Directors approved the loan on 26Jun01.,
0.00,0.00,0.00,20.00,0.00,52.00,0.00,52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"France,EIB,World Bank","EIB,World Bank",2005,2005,,2162,37734,,,LAO,GMS: Nam Theun 2 Hydroelectric,SERD,SEID,04/04/2005,20.00,0.00,0.00,,20.00,,,,,,,,,,OCR,3200,Energy,,,,,,,,,,,,,,,,,,
EIB,EIB,EIB,2005,2005,,2162,37734,,,LAO,GMS: Nam Theun 2 Hydroelectric,SERD,SEID,04/04/2005,,,,,0.00,,52.00,,52.00,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,04/04/2005,,,,,Sovereign,,,,ﾀ40.0 million.,
0.00,0.00,0.00,225.00,0.00,100.00,0.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Germany,EIB",EIB,2008,2008,,2476,,,,IND,Rural Electrification of India,SARD,SAGF,11/27/2008,225.00,0.00,0.00,,225.00,,,,,,,,,,OCR,3200,Energy,,,,,,,,,,,,,,,,,,
EIB,EIB,EIB,2008,2008,,2476,,,,IND,Rural Electrification of India,SARD,SAGF,11/27/2008,,,,,0.00,,100.00,,100.00,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,11/27/2008,,,,,Non-Sovereign,,,,From collaborative to non DVA (24Mar10),
0.00,0.00,0.00,293.00,0.00,95.00,0.00,95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"France,EIB",EIB,2011,2011,,2741,40080-013,,,VIE,Ha Noi Metro Rail System (Line 3: Nhon-Ha Noi Station Section),SERD,SETC,03/29/2011,293.00,,,,293.00,,,,,,,,,,OCR,3700,Transport and ICT,3711,Urban Transport,,,Sustainable Economic Growth,,,,,,,,,,,,,"DR 2011. para on FCA and new proj, pp 8,10."
EIB,EIB,EIB,2011,2011,2741 (CL),2741,40080-013,,,VIE,Ha Noi Metro Rail System (Line 3: Nhon-Ha Noi Station Section),SERD,SETC,03/29/2011,,,,,0.00,,95.00,,95.00,DVA,,Collaborative,Multilateral,Loan,OCR,3700,Transport and ICT,3711,Urban Transport,,,,,,03/29/2011,03/13/2012,,,,Sovereign,,,,Euro 73 million,"DR 2011. para on FCA and new proj, pp 8,10."
50.00,0.00,0.00,90.00,0.00,50.00,0.00,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,EIB,EIB,2015,2015,,2783/2784,43200-024,,,PNG,Bridge Replacement for Improved Rural Access Sector,PARD,PNRM,08/24/2015,40.00,50.00,,,90.00,,,,,,,,,,,3700,Transport,3701,Road Transport (Non-Urban),,,,,,,,,,,,,,,,
EIB,EIB,EIB,2015,2015,2783 (CL),2783/2784,43200-024,,,PNG,Bridge Replacement for Improved Rural Access Sector,PARD,PNRM,08/24/2015,,,,,0.00,,50.00,,50.00,DVA,PS,Collaborative,Multilateral,Loan,,3700,Transport,3701,Road Transport (Non-Urban),08/24/2015,,,No,,08/24/2015,,,,Approved,Sovereign,,,,,
0.00,0.00,0.00,500.00,0.00,195.00,0.00,195.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Germany,EIB",EIB,2012,2012,,2956,39500-033,0052,,VIE,Ho Chi Minh City Urban Mass Rapid Transit Line 2 Investment Program - Tranche 2,SERD,SETC,11/27/2012,500.00,,,,500.00,,,,,,,,,,,3700,Transport and ICT,3711,Urban Transport,,,Sustainable Economic Growth,,,,,,,,,,,,,"DR 2012. para in SERD section on New Initiatives, pp 25."
EIB,EIB,EIB,2012,2012,2956 (CL),2956,39500-033,0052,,VIE,Ho Chi Minh City Urban Mass Rapid Transit Line 2 Investment Program - Tranche 2,SERD,SETC,11/27/2012,,,,,0.00,,195.00,,195.00,DVA,PS,Collaborative,Multilateral,Loan,,3700,Transport and ICT,,Urban Transport,,,,Yes,,11/27/2012,,,,,Sovereign,,,,Joint collaborative cofinancing,"DR 2012. para in SERD section on New Initiatives, pp 25."
0.00,0.00,0.00,185.00,7.00,91.00,0.00,98.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"EIB,IsDB","EIB,IsDB",2012,2012,0320,2966/0320,42378-015,0073,,BAN,Power System Expansion and Efficiency Improvement Investment Program - Tranche 1,SARD,SAEN,12/12/2012,185.00,,,,185.00,,,,,,,,,,,3200,Energy,3214,Energy Efficiency and Conservation,,,Sustainable Economic Growth,,,,,,,,,,,,MFF 0073 approved 28 Nov 2012,"DR 2012. para in SARD section on New Joint Initiatives, pp 20."
EIB,EIB,EIB,2012,2012,0320 (CG),2966/0320,42378-015,0073,,BAN,Power System Expansion and Efficiency Improvement Investment Program - Tranche 1,SARD,SAEN,12/12/2012,,,,,0.00,7.00,,,7.00,DVA,PS,Collaborative,Multilateral,Grant,,3200,Energy,,Energy Efficiency and Conservation,,,,,,11/28/2012,,,,,Sovereign,,,,from ADB-administered to collab following 3Feb2014 memo of SAEN,"DR 2012. para in SARD section on New Joint Initiatives, pp 20."
EIB,EIB,EIB,2012,2012,2966 (CL),2966/0320,42378-015,0073,,BAN,Power System Expansion and Efficiency Improvement Investment Program - Tranche 1,SARD,SAEN,12/12/2012,,,,,0.00,,91.00,,91.00,DVA,,Collaborative,Multilateral,Loan,,3200,Energy,,Energy Efficiency and Conservation,,,,No,,11/28/2012,,,,Approved,Sovereign,,,,,"DR 2012. para in SARD section on New Joint Initiatives, pp 20."
0.00,0.00,0.00,0.00,0.00,21.00,0.00,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,EIB,EIB,2014,2014,0320,2966/0320,42378-015,0073,,BAN,Power System Expansion and Efficiency Improvement Investment Program ﾖ Tranche 1 (Supplementary),SARD,SAEN,02/19/2014,,,,,0.00,,,,,,,,,,,3200,Energy,3214,Energy Efficiency and Conservation,,,Sustainable Economic Growth,,,,,,,,,,,,MFF 0073 approved 28 Nov 2012,"DR 2012. para in SARD section on New Joint Initiatives, pp 20."
EIB,EIB,EIB,2014,2014,2966 (CL),2966/0320,42378-015,0073,,BAN,Power System Expansion and Efficiency Improvement Investment Program ﾖ Tranche 1 (Supplementary),SARD,SAEN,02/19/2014,,,,,0.00,,21.00,,21.00,DVA,PS,Collaborative,Multilateral,Loan,,3200,Energy,,Energy Efficiency and Conservation,,,,Yes,,02/19/2014,,,,,Sovereign,,,,,"DR 2012. para in SARD section on New Joint Initiatives, pp 20."
150.00,0.00,0.00,150.00,0.00,85.00,0.00,85.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,EIB,EIB,2014,2014,,2990/2991,43281-013,,,NEP,Tanahu Hydropower,SARD,SAEN,07/18/2014,,,,,0.00,,,,,,,,,,,3200,Energy,3202,Large Hydropower,,,Sustainable Economic Growth,,,,,,,,,,,,"additional collab cofinancing, informed OCO thru memo from SAEN with signed aide memoire",
Asian Development Bank,"Japan,EIB,ADFD","EIB,ADFD",2013,2013,,2990/2991,43281-013,,,NEP,Tanahu Hydropower,SARD,SAEN,02/21/2013,,150.00,,,150.00,,,,,,,,,,,3200,Energy,3202,Large Hydropower,,,Sustainable Economic Growth,,,,,,,,,,,,,
EIB,EIB,EIB,2013,2013,2990 (CL),2990/2991,43281-013,,,NEP,Tanahu Hydropower,SARD,SAEN,02/21/2013,,,,,0.00,,70.00,,70.00,DVA,PS,Collaborative,Multilateral,Loan,,3200,Energy,,Large Hydropower,,,,No,,02/21/2013,,,,,Sovereign,,,,Joint collaborative cofinancing,
EIB,EIB,EIB,2014,2014,2990 (CL),2990/2991,43281-013,,,NEP,Tanahu Hydropower,SARD,SAEN,07/18/2014,,,,,0.00,,15.00,,15.00,DVA,PS,Collaborative,Multilateral,Loan,,3200,Energy,,Large Hydropower,07/18/2014,,,Yes,,07/18/2014,,,,,Sovereign,,,,Joint collaborative cofinancing,
0.00,0.00,0.00,100.00,0.00,79.20,0.00,79.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"EIB,Neighbourhood Investment Facility","EIB,Neighbourhood Investment Facility",2013,2013,,2993,42145-043,,,ARM,North-South Road Corridor Investment ProgramﾗTranche 3,CWRD,CWTC,09/27/2013,100.00,,,,100.00,,,,,,,,,,,3700,Transport,3701,Road Transport (Non-Urban),,,Regional Cooperation,,,,,,,,,,,,"memo on collaborative cofinancing approved by Director, CWTC",
EIB,EIB,EIB,2013,2013,2993 (CL),2993,42145-043,,,ARM,North-South Road Corridor Investment ProgramﾗTranche 3,CWRD,CWTC,09/27/2013,,,,,0.00,,79.20,,79.20,DVA,PS,Collaborative,Multilateral,Loan,,3700,Transport,,,,,,No,,09/27/2013,,,,,Sovereign,,,,,
0.00,0.00,0.00,0.00,0.00,50.00,0.00,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,EIB,EIB,2015,2015,,3020/3021/0404,46260,,,TIM,Road Network Upgrading SectorﾗAdditional Cofinancing,PARD,PATE,11/20/2015,,,,,0.00,,,,,,,,,,,3700,Transport,,,,,,,,,,,,,,,,,EIB letter is dated 20 Nov 2015. AM to follow,
EIB,EIB,EIB,2015,2015,3020 (CL),3020/3021/0404,46260,,,TIM,Road Network Upgrading SectorﾗAdditional Cofinancing,PARD,PATE,11/20/2015,,,,,0.00,,50.00,,50.00,DVA,PS,Collaborative,Multilateral,Loan,,3700,Transport,,,,,,No,,11/20/2015,,,,,Sovereign,,,,,
250.00,0.00,0.00,250.00,0.00,136.00,0.00,136.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"France,EIB",EIB,2013,2013,,3051/8292,42173-013,,,BAN,Dhaka Environmentally Sustainable Water Supply,SARD,SAUW,10/22/2013,,250.00,,,250.00,,,,,,,,,,,3800,Water and Other Municipal Infrastructure and Services,3801,Water Supply and Sanitation,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
EIB,EIB,EIB,2013,2013,3051 (CL),3051/8292,42173-013,,,BAN,Dhaka Environmentally Sustainable Water Supply,SARD,SAUW,10/22/2013,,,,,0.00,,136.00,,136.00,DVA,PS,Collaborative,Multilateral,Loan,,3800,Water and Other Municipal Infrastructure and Services,,Water Supply and Sanitation,,,,No,,10/22/2013,,,,,Sovereign,,,,Revised cofin amount from $100m to $136m (ref. N Saito memo on minor change in project);  Joint collaborative cofinancing,
22.50,0.00,0.00,50.00,0.00,28.38,0.00,28.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"EIB,UFPF-UEIF","EIB,UFPF-UEIF",2013,2013,0380,3098/3099/0380,45007-004,0078,,MON,Ulaanbaatar Urban Services and Ger Areas Development Investment Program ﾗ Tranche 1,EARD,EASS,12/12/2013,27.50,22.50,,,50.00,,,,,,,,,,,3800,Water and Other Municipal Infrastructure and Services,"3801, 3811, 3812, 3813","Water Supply and Sanitation,Slum Upgrading and Housing,Other Municipal Services,Urban Sector Development",,,Environment Sustainability,,,,,,,,,,,,,
EIB,EIB,EIB,2013,2013,3098 (CL),3098/3099/0380,45007-004,0078,,MON,Ulaanbaatar Urban Services and Ger Areas Development Investment Program ﾗ Tranche 1,EARD,EASS,12/12/2013,,,,,0.00,,28.38,,28.38,DVA,FW,Collaborative,Multilateral,Loan,,3800,Water and Other Municipal Infrastructure and Services,,"Water Supply and Sanitation, Slum Upgrading and Housing, Other Municipal Services, Urban Sector Development",,,,No,,12/12/2013,,,,,Sovereign,,,,,
180.00,0.00,0.00,180.00,0.00,120.00,0.00,120.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Norway,EIB,SCF-SREP","EIB,SCF-SREP",2014,2014,,3139/0397/0398,44219-014,,,NEP,South Asia  Subregional Economic Cooperation Power System Expansion,SARD,SAEN,07/04/2014,,180.00,,,180.00,,,,,,,,,,,3200,Energy,"3203, 3211","Renewable Energy,Electricity Transmission and Distribution",,,Sustainable Economic Growth,,,,,,,,,,,,,
EIB,EIB,EIB,2014,2014,3139 (CL),3139/0397/0398,44219-014,,,NEP,South Asia  Subregional Economic Cooperation Power System Expansion,SARD,SAEN,07/04/2014,,,,,0.00,,120.00,,120.00,DVA,PS,Collaborative,Multilateral,Loan,,3200,Energy,,"Renewable Energy, Electricity Transmission and Distribution",04/22/2014,,,No,,07/04/2014,,,,,Sovereign,,,,,
105.00,0.00,0.00,505.00,0.00,175.00,0.00,175.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,EIB,EIB,2014,2014,,3169/3170,46168-001,,,BAN,South Asia Subregional Economic Cooperation Railway Connectivity: Akhaura-Laksam Double Track,SARD,SATC,09/30/2014,400.00,105.00,,,505.00,,,,,,,,,,,3700,Transport,3703,Rail Transport (Non-Urban),,,,,,,,,,,,,,,,
EIB,EIB,EIB,2014,2014,3169 (CL),3169/3170,46168-001,,,BAN,South Asia Subregional Economic Cooperation Railway Connectivity: Akhaura-Laksam Double Track,SARD,SATC,09/30/2014,,,,,0.00,,175.00,,175.00,DVA,PS,Collaborative,Multilateral,Loan,,3700,Transport,3703,Rail Transport (Non-Urban),,,,No,,09/30/2014,,,,,Sovereign,,,,Joint collaborative cofinancing,
0.00,0.00,0.00,0.00,0.00,253.00,0.00,253.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIB,EIB,EIB,2014,2014,3186 (CL),3186,46268-002,,,,Clean Energy Finance Investment Program ﾖ Tranche 1 ,SARD,SAPF,12/10/2014,,,,,0.00,,253.00,,253.00,DVA,PS,Collaborative,Multilateral,Loan,,3300,Finance,3312,Infrastructure Finance and Investment Funds,,,,No,,12/10/2014,,,,,Sovereign,,,,,
0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,EIB,EIB,2014,2014,,3186,46268-002,,,IND,Clean Energy Finance Investment Program ﾖ Tranche 1 ,SARD,SAPF,12/10/2014,200.00,,,,200.00,,,,,,,,,,,3300,Finance,3312,Infrastructure Finance and Investment Funds,,,,,,,,,,,,,,,,
35.00,0.00,0.00,35.00,0.00,20.00,0.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"EIB,GEF,OFID,AsIF","EIB,GEF,OFID,AsIF",2015,2015,3250,3250/0471/8303,45041-002,,,LAO,Vientiane Sustainable Urban Transport,SERD,SETC,03/10/2015,,35.00,,,35.00,,,,,,,,,,,3700,Transport,3715,Urban Public Transport,,,,,,,,,,,,,,,,
EIB,EIB,EIB,2015,2015,3250 (CL),3250/0471/8303,45041-002,,,LAO,Vientiane Sustainable Urban Transport,SERD,SETC,03/10/2015,,,,,0.00,,20.00,,20.00,DVA,PS,Collaborative,Multilateral,Loan,,3700,Transport,,Urban Public Transport,,,,No,,03/10/2015,,,,,Sovereign,,,,,
5.00,0.00,0.00,128.00,0.00,50.00,0.00,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,EIB,EIB,2015,2015,3348/3349,3348/3349,45148-008,,,SRI,Greater Colombo Water and Wastewater Management Improvement Investment ProgramﾗTranche 3,SARD,SAUW,12/08/2015,123.00,5.00,,,128.00,,,,,,,,,,,3800,Water and Other Urban Infrastructure and Services,"3816, 3814, 3817","Urban Sewerage,Urban Water Supply,Urban Sanitation",,,,,,,,,,,,,,,,
EIB,EIB,EIB,2015,2015,3348 (CL),3348/3349,45148-008,,,SRI,Greater Colombo Water and Wastewater Management Improvement Investment ProgramﾗTranche 3,SARD,SAUW,12/08/2015,,,,,0.00,,50.00,,50.00,DVA,PS,Collaborative,Multilateral,Loan,,3800,Water and Other Urban Infrastructure and Services,,,,,,No,,12/08/2015,,,,Approved,Sovereign,,,,,
0.00,0.00,0.00,0.00,0.00,77.00,0.00,77.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIB,EIB,EIB,2015,2015,3363 (CL),3363/3364/8302,40080-025,,,,Ha Noi Metro Rail System(Line 3: Nhon-Ha Noi Station Section)ﾗAdditional Financing,SERD,SETC,12/10/2015,,,,,0.00,,77.00,,77.00,DVA,PS,Collaborative,Multilateral,Loan,,3700,Transport,,,,,,No,,12/10/2015,,,,Approved,Sovereign,,,,,
5.80,0.00,0.00,64.80,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"France,CTF,EIB","CTF,EIB",2015,2015,8302,3363/3364/8302,40080-025,,,VIE,Ha Noi Metro Rail System(Line 3: Nhon-Ha Noi Station Section)ﾗAdditional Financing,SERD,SETC,12/10/2015,59.00,5.80,,,64.80,,,,,,,,,,,3700,Transport,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.00,3.00,3.00,0.00,6.00,2.80,0.00,0.00,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.00,3.00,0.00,6.00,2.80,0.00,0.00,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Australia,EU,World Bank","EU,World Bank",2016,2016,,3393/0479,48361-001,,,TON,Building Macroeconomic ResilienceﾖSubprogram 1,PARD,PAUS,05/30/2016,,3.00,3.00,,6.00,,,,,,,,,,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,,,,,,,,,,,,,,,
EU,EU,EU,2016,2016,,3393/0479,48361-001,,,TON,Building Macroeconomic ResilienceﾖSubprogram 1,PARD,PAUS,05/30/2016,,,,,0.00,2.80,,,2.80,DVA,PS,Collaborative,Multilateral,Grant,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,,,No,,05/30/2016,,,,Approved,Sovereign,,,,,
,,,,,,,,,,,,58.50,184.70,107.30,0.00,350.50,24.19,13.32,0.00,37.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00,15.00,0.00,15.00,4.74,0.00,0.00,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Finland,,2005,2005,,0034/0035,,,,CAM,Tonle Sap Sustainable Livelihoods,SERD,SEAE,12/21/2005,0.00,0.00,15.00,,15.00,,,,,,,,,,ADF Grant,3000,Agriculture and Natural Resources,,,,,Sustainable Economic Growth,,,,,,,,,Partly successful,,,no project number,
Finland,Finland,,2005,2005,0035,0034/0035,,,,CAM,Tonle Sap Sustainable Livelihoods,SERD,SEAE,12/21/2005,,,,,0.00,4.74,,,4.74,DVA,,Full Administration,Bilateral,Grant,ADF Grant,3000,Agriculture and Natural Resources,,,,,,,,12/21/2005,03/03/1971,,12/29/1977,,Sovereign,Partly successful,,,,
0.00,65.00,0.00,65.00,13.20,0.00,0.00,13.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,"Australia,Denmark,Finland,Norway,U.K.,EC,FTI,World Bank,UNICEF","EC,FTI,World Bank,UNICEF",2011,2011,,0272/0289,35174-082,,,NEP,School Sector Program,SARD,NRM,11/22/2011,,,65.00,,65.00,,,,,,,,,,,3100,Education,,,,,,,,,,,,,,,,,Supplementary financing Grant 0289 was approved in 2012,DR 2011. para on grant cof and new proj pp 15.
Finland,Finland,,2011,2011,0272 (CG6),0272/0289,35174-082,,,NEP,School Sector Program,SARD,SAHS,11/22/2011,,,,,0.00,13.20,,,13.20,DVA,,Collaborative,Bilateral,Grant,,3100,Education,,,,,,No,,11/22/2011,03/26/2012,,,,Sovereign,,,,,
16.70,0.00,0.00,16.70,0.00,1.40,0.00,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Finland,,1983,1983,,0633,,,,NEP,Hill Forest Development,SARD,AWFN,08/09/1983,0.00,16.70,0.00,,16.70,,,,,,,,,,ADF,3000,Agriculture and Natural Resources,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
Finland,Finland,,1983,1983,,0633,,,,NEP,Hill Forest Development,SARD,AWFN,08/09/1983,,,,,0.00,,1.40,,1.40,Non-DVA,,,Bilateral,Loan,ADF,3000,Agriculture and Natural Resources,,,,,,,,08/09/1983,,,,,Sovereign,,,,,
44.60,0.00,0.00,44.60,0.00,4.00,0.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
