Product Approval Number,Anchor Product,Donor,Unknown,Approval Year (Date of Approval ADB),Approval Year (ADB),,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,Status Cofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
9039,9039,JFPR,Japan,2003,2003,,9039,,,,AFG,Rural Recovery through Community-Based Irrigation Rehabilitation,CWRD,AFRM,12/26/2003,,,,,0,5,,,5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,12/19/2003,,,No,,12/26/2003,05/29/2004,06/30/2010,,Closed/Completed,Sovereign,Successful,,,,
9040,9040,JFPR,Japan,2004,2004,,9040,,,,TAJ,School Improvement,CWRD,CWPF,01/13/2004,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,11/25/2003,,,No,,01/13/2004,04/08/2004,12/31/2008,08/31/2009,Closed/Completed,Sovereign,,,,,
9041,9041,JFICT,Japan,2004,2004,,9041,,,,REG,Asian Bonds Online Web Site,OREI,,01/16/2004,,,,,0,2.4,,,2.4,DVA,,Full Administration,Bilateral,Grant,ADF,3300,Finance,,,,,,,,01/16/2004,,,,,Sovereign,,,,,
9042,9042,JFPR,Japan,2004,2004,,9042,,,,PHI,Renewable Energy and Livelihood Development Project for the Poor in Negros Occidental,SERD,SEEN,01/19/2004,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,11/21/2003,,,No,,01/19/2004,08/03/2004,10/31/2009,06/20/2011,Closed/Completed,Sovereign,,,,,
9043,9043,JFPR,Japan,2004,2004,,9043,,,,TAJ,Community Participation and Public Information Campaign for Health Improvement,CWRD,TJRM,01/22/2004,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,11/25/2003,,,No,,01/22/2004,04/08/2004,12/31/2008,07/24/2009,Closed/Completed,Sovereign,Successful,,,,
9044,9044,JFICT,Japan,2004,2004,,9044,,,,MON,Information and Communication Technology for Innovating Rural Education,EARD,,04/06/2004,,,,,0,1,,,1,DVA,,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,04/06/2004,,,,,Sovereign,Highly Successful,,,,
9045,9045,JFPR,Japan,2004,2004,,9045,,,,SRI,Power Fund for the Poor,SARD,SLRM,04/07/2004,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,02/03/2004,,,No,,04/07/2004,06/28/2004,03/31/2008,,Closed/Completed,Sovereign,,,,,
9046,9046,JFPR,Japan,2004,2004,,9046,,,,VIE,Poverty Reduction in Red River Basin Irrigation Systems,SERD,VRM,04/15/2004,,,,,0,0.82,,,0.82,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,11/21/2003,,,No,,04/15/2004,06/11/2004,12/31/2007,10/23/2009,Closed/Completed,Sovereign,Highly Satisfactory,,,,
9047,9047,JFICT,Japan,2004,2004,,9047,,,,REG,Improving Poor Farmers' Livelihoods through Rice Information Technology,SERD,,06/04/2004,,,,,0,1,,,1,DVA,,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,06/04/2004,,,,,Sovereign,Successful,,,,
9048,9048,JFPR,Japan,2004,2004,,9048,,,,CAM,Mainstreaming Labor-Based Maintenance to the National Roads Network,SERD,CARM,06/17/2004,,,,,0,2.2,,,2.2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,02/10/2004,,,No,,06/17/2004,09/22/2004,10/31/2008,08/31/2009,Closed/Completed,Sovereign,Successful,,,,
9049,9049,JFPR,Japan,2004,2004,,9049,,,,INO,Sustainable Livelihood Development for Poor Coastal and Small Island Communities,SERD,SEER,06/17/2004,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,02/03/2004,,,No,,06/17/2004,10/12/2004,06/12/2009,09/30/2010,Closed/Completed,Sovereign,,,,,
9050,9050,JFICT,Japan,2004,2004,,9050,,,,LAO,"Banking Automation to Support Outreach, Efficiency and Governance",SERD,,06/22/2004,,,,,0,0.65,,,0.65,DVA,,Full Administration,Bilateral,Grant,ADF,3300,Finance,,,,,,,,06/22/2004,,,,,Sovereign,,,,,
9051,9051,JFICT,Japan,2004,2004,,9051,,,,REG,Developing a Database on Cross-Border Trade and Investment in BIMP-EAGA,SERD,,07/02/2004,,,,,0,0.3,,,0.3,DVA,,Full Administration,Bilateral,Grant,ADF,3500,Industry and Trade,,,,,,,,07/02/2004,,,,,Sovereign,,,,,
9052,9052,JFPR,Japan,2004,2004,,9052,,,,REG,Sustainable Food Fortification,CWRD,CWPF,07/22/2004,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,03/19/2004,,,No,,07/22/2004,02/21/2005,12/31/2007,08/17/2011,Closed/Completed,Sovereign,,,,"Mongolia, Kazakhstan, Kyrgyz Republic, Tajikistan, Uzbekistan",
9053,9053,JFICT,Japan,2004,2004,,9053,,,,MON,Information and Communication Technology for Improving Rural Health Services,EARD,,08/02/2004,,,,,0,1,,,1,DVA,,Full Administration,Bilateral,Grant,ADF,3400,Health and Social Protection,,,,,,,,08/02/2004,,,,,Sovereign,,,,,
9054,9054,JFPR,Japan,2004,2004,,9054,,,,UZB,Affordable Services and Water Conservation for the Urban Poor,CWRD,URM,08/24/2004,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Municipal Infrastructure and Services,,,05/07/2004,,,No,,08/24/2004,02/25/2005,08/31/2008,07/19/2010,Closed/Completed,Sovereign,,,,,
9055,9055,JFPR,Japan,2004,2004,,9055,,,,KGZ,Reducing Vulnerability of the Poor to Natural Disasters,CWRD,KYRM,09/08/2004,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,07/08/2004,,,No,,09/08/2004,01/14/2005,11/30/2008,08/27/2009,Closed/Completed,Sovereign,,,,,
9056,9056,JFPR,Japan,2004,2004,,9056,,,,KGZ,Reducing Neonatal Mortality,CWRD,CWPF,09/08/2004,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,07/08/2004,,,No,,09/08/2004,01/14/2005,03/31/2009,01/31/2010,Closed/Completed,Sovereign,,,,,
9057,9057,JFPR,Japan,2004,2004,,9057,,,,CAM,Health Care Financing for the Poor,SERD,SEHS,11/15/2004,,,,,0,1.85,,,1.85,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,02/09/2004,,,No,,11/15/2004,02/03/2005,06/30/2010,05/27/2011,Closed/Completed,Sovereign,,,,,
9058,9058,JFPR,Japan,2004,2004,,9058,,,,VIE,Expanding Benefits of the Poor through Urban Environmental Improvements,SERD,VRM,12/02/2004,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Municipal Infrastructure and Services,,,10/22/2004,,,No,,12/02/2004,05/12/2005,11/11/2008,10/23/2009,Closed/Completed,Sovereign,,,,,
9059,9059,JFPR,Japan,2004,2004,,9059,,,,KGZ,Rural Livelihood Development,CWRD,CWEN,12/15/2004,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,10/22/2004,,,No,,12/15/2004,05/02/2005,10/01/2008,09/14/2009,Closed/Completed,Sovereign,Successful,,,,
9060,9060,JFPR,Japan,2004,2004,,9060,,,,AFG,Balkh River Basin Water Resources Management,CWRD,AFRM,12/15/2004,,,,,0,10,,,10,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,04/06/2004,,,No,,12/15/2004,01/15/2005,04/30/2008,,Closed/Completed,Sovereign,Unsuccessful,,,,
9061,9061,JFPR,Japan,2005,2005,,9061,,,,CAM,Improving Primary School Access in Disadvantaged Communes,SERD,CARM,01/04/2005,,,,,0,1.87,,,1.87,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,10/22/2004,,,No,,01/04/2005,02/03/2005,12/31/2008,01/25/2011,Closed/Completed,Sovereign,Successful,,,,"DR 2011. box on JFPR, pp 38."
9062,9062,JFPR,Japan,2005,2005,,9062,,,,LAO,Sustainable Agroforestry Systems for Livelihood Enhancement of the Rural Poor,SERD,SEER,01/04/2005,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,10/22/2004,,,No,,01/04/2005,06/17/2005,01/31/2011,,Closed/Completed,Sovereign,Partly Successful,,,,
9063,9063,JFPR,Japan,2005,2005,,9063,,,,MON,Maternal Mortality Reduction,EARD,EASS,02/10/2005,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,12/22/2004,,,No,,02/10/2005,03/09/2005,09/30/2008,01/14/2011,Closed/Completed,Sovereign,Successful,,,,
9064,9064,JFPR,Japan,2005,2005,,9064,,,,CAM,Improving the Access of Poor Floating Communities on the Tonle Sap to Social Infrastructure and Livelihood Activities,SERD,SEER,02/25/2005,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,10/22/2004,,,No,,02/25/2005,05/19/2005,03/31/2009,08/26/2010,Closed/Completed,Sovereign,Successful,,,,
9065,9065,JFPR,Japan,2005,2005,,9065,,,,INO,Enriching Lives of the Urban Poor through Food Fortification,SERD,SEHS,03/14/2005,,,,,0,1.75,,,1.75,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,12/22/2004,,,No,,03/14/2005,06/14/2005,02/28/2009,08/30/2009,Closed/Completed,Sovereign,Highly Successful,,,,
9066,9066,JFPR,Japan,2005,2005,,9066,,,,MLD,Restoration of Livelihoods of the Tsunami-Affected Farmers in the Maldives,SARD,SAER,04/29/2005,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,03/23/2005,,,No,,04/29/2005,05/05/2005,05/04/2009,05/11/2011,Closed/Completed,Sovereign,Successful,,,,
9067,9067,JFPR,Japan,2005,2005,,9067,,,,PAK,Enhancing Road Improvement Benefits to Poor Communities in North-West Frontier Province,CWRD,PRM,04/28/2005,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,01/13/2005,,,No,,04/28/2005,07/08/2006,04/30/2009,08/31/2009,Closed/Completed,Sovereign,Unsuccessful,,,,
9068,9068,JFICT,Japan,2005,2005,,9068,,,,REG,Empowering the Rural Areas through Community E-Centers under the South Asia Subregional Economic Cooperation Program,SDCC,,07/05/2005,,,,,0,1,,,1,DVA,,Full Administration,Bilateral,Grant,ADF,3700,Transport and ICT,,,,,,,,07/05/2005,,,,,Sovereign,,,,,
9069,9069,JFPR,Japan,2005,2005,,9069,,,,BHU,Improving the Well-Being of Road Workers,SARD,SATC,08/09/2005,,,,,0,0.5,,,0.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,07/04/2005,,,No,,08/09/2005,09/30/2005,12/31/2009,12/31/2010,Closed/Completed,Sovereign,Highly Successful,,,,
9070,9070,JFICT,Japan,2005,2005,,9070,,,,PHI,Developing the Philippines Business Registry,SERD,,08/08/2005,,,,,0,0.7,,,0.7,DVA,,Full Administration,Bilateral,Grant,ADF,3500,Industry and Trade,,,,,,,,08/08/2005,,,,,Sovereign,Successful,,,,
9071,9071,JFPR,Japan,2005,2005,,9071,,,,VIE,Community-Based Agricultural Extension and Training in Mountainous Districts,SERD,SEER,08/22/2005,,,,,0,0.9,,,0.9,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,07/04/2005,,,No,,08/22/2005,08/04/2006,02/28/2010,03/31/2011,Closed/Completed,Sovereign,Successful,,,,
9072,9072,JFPR,Japan,2005,2005,,9072,,,,INO,Sustainable Livelihood Development for Coastal Communities in the Special Province of Nanggroe Aceh Darussalam,SERD,EMS,09/06/2005,,,,,0,2.5,,,2.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,07/11/2005,,,No,,09/06/2005,12/14/2005,06/15/2011,03/19/2012,Closed/Completed,Sovereign,Successful,,,,
9073,9073,JFPR,Japan,2005,2005,,9073,,,,INO,Rehabilitation of Coral Reef and Mangrove Resources in the Special Province of Nanggroe Aceh Darussalam,SERD,EMS,09/06/2005,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,07/11/2005,,,No,,09/06/2005,12/14/2005,06/15/2011,03/06/2012,Closed/Completed,Sovereign,Successful,,,,
9074,9074,JFPR,Japan,2005,2005,,9074,,,,INO,Seismically Upgraded Housing in Nanggroe Aceh Darussalam and North Sumatera,SERD,EMS,09/06/2005,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Municipal Infrastructure and Services,,,07/11/2005,,,No,,09/06/2005,12/14/2005,07/14/2009,03/16/2011,Closed/Completed,Sovereign,Partially Satisfactory,,,,
9076,9076,JFPR,Japan,2005,2005,,9076,,,,SRI,Public Works Restoration and Rehabilitation of Line Drainage Systems of Tsunami-Affected Local Government Roads,SARD,SLRM,10/04/2005,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,07/25/2005,,,No,,10/04/2005,11/02/2005,09/30/2007,10/31/2008,Closed/Completed,Sovereign,Successful,,,,"DR 2011. box on JFPR, pp 38."
9077,9077,JFPR,Japan,2005,2005,,9077,,,,SRI,Post-Tsunami Utility Connections for the Poor,SARD,SLRM,10/14/2005,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,07/25/2005,,,No,,10/14/2005,11/02/2005,02/29/2008,,Closed/Completed,Sovereign,,,,,
9078,9078,JFPR,Japan,2005,2005,,9078,,,,TAJ,Community-Based Rural Road Maintenance,CWRD,CWTC,11/04/2005,,,,,0,1.8,,,1.8,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,10/13/2005,,,No,,11/04/2005,11/08/2005,09/21/2009,04/30/2010,Closed/Completed,Sovereign,Highly Successful,,,,"DR 2012. para in CWRD section, pp 9."
9079,9079,JFPR,Japan,2005,2005,,9079,,,,INO,Restoration of Microenterprise and Microfinance in Aceh,SERD,EMS,11/28/2005,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,10/13/2005,,,No,,11/28/2005,05/31/2006,12/31/2009,02/28/2011,Closed/Completed,Sovereign,Satisfactory,,,,
9080,9080,JFPR,Japan,2005,2005,,9080,,,,BAN,Social Development for Erosion-Affected Poor in the Jamuna-Meghna Floodplains,SARD,BRM,12/05/2005,,,,,0,0.79,,,0.79,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,11/13/2002,,,No,,12/05/2005,06/07/2006,08/06/2010,07/22/2011,Closed/Completed,Sovereign,Successful,,,,
9081,9081,JFPR,Japan,2005,2005,,9081,,,,CAM,Women's Development Centers,SERD,CARM,12/21/2005,,,,,0,1.8,,,1.8,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,10/13/2005,,,No,,12/21/2005,03/13/2006,06/30/2010,01/25/2011,Closed/Completed,Sovereign,,,,,
9082,9082,JFICT,Japan,2005,2005,,9082,,,,INO,Support for the Local Government Performance Measurement System,SERD,,12/22/2005,,,,,0,0.73,,,0.73,DVA,,Full Administration,Bilateral,Grant,ADF,3600,Public Sector Management,,,,,,,,12/22/2005,,,,,Sovereign,Highly Successful,,,,
9083,9083,JFPR,Japan,2006,2006,,9083,,,,VIE,Nutritious Food for 6-24 Month Old Children Vulnerable to Malnutrition in Poor Areas,SERD,VRM,01/17/2006,,,,,0,1.99,,,1.99,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,10/13/2005,,,No,,01/17/2006,12/06/2006,12/31/2010,09/09/2011,Closed/Completed,Sovereign,Satisfactory,,,,
9085,9085,JFPR,Japan,2006,2006,,9085,,,,MON,Nonformal Skills Training for Unemployed Youth and Adults,EARD,EASS,02/20/2006,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,12/28/2005,,,No,,02/20/2006,03/31/2006,11/30/2009,10/08/2010,Closed/Completed,Sovereign,,,,,
9087,9087,JFICT,Japan,2006,2006,,9087,,,,PHI,Supporting Information Sharing and Exchange among Civil Servants,SERD,,03/14/2006,,,,,0,0.5,,,0.5,DVA,,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,03/14/2006,,,,,Sovereign,Partly Successful,,,,
9088,9088,JFPR,Japan,2006,2006,,9088,39481,,,PHI,Developing Financial Cooperatives,SERD,SEPF,03/14/2006,,,,,0,0.9,,,0.9,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,12/28/2005,,,No,,03/14/2006,05/25/2006,09/30/2010,06/30/2011,Closed/Completed,Sovereign,Highly Satisfactory,,,,
9089,9089,JFPR,Japan,2006,2006,,9089,,,,TAJ,Community-Based Rural Power Supply,CWRD,CWEN,03/15/2006,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,12/28/2005,,,No,,03/15/2006,05/23/2006,11/30/2009,05/31/2011,Closed/Completed,Sovereign,,,,,
9090,9090,JFPR,Japan,2006,2006,,9090,,,,PAK,"Iron and Folic Acid Fortification in Small-Scale Milling to Improve the Lives of the Poor, Especially Women and Children",CWRD,CWUW,03/17/2006,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,12/28/2005,,,No,,03/17/2006,06/13/2006,01/17/2007,01/17/2007,Closed/Completed,Sovereign,,,,,
9091,9091,JFPR,Japan,2006,2006,,9091,,,,UZB,Basic Education for Children with Special Needs,CWRD,URM,03/17/2006,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,12/28/2005,,,No,,03/17/2006,05/26/2006,03/31/2009,04/25/2011,Closed/Completed,Sovereign,,,,,
9092,9092,JFPR,Japan,2006,2006,,9092,,,,PAK,Immediate Support to Poor and Vulnerable Households in Inaccessible Areas Devastated by the 2005 Earthquake,CWRD,PRM,03/27/2006,,,,,0,5,,,5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,02/01/2006,,,No,,03/27/2006,06/13/2006,08/31/2008,08/18/2010,Closed/Completed,Sovereign,Successful,,,,
9093,9093,JFPR,Japan,2006,2006,,9093,,,,BHU,Rural Electricians Training Program,SARD,SAEN,05/25/2006,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,12/28/2005,,,No,,05/25/2006,07/14/2006,10/30/2009,03/31/2011,Closed/Completed,Sovereign,Successful,,,,
9094,9094,JFPR,Japan,2006,2006,,9094,,,,IND,Restoration and Diversification of Livelihoods for Tsunami-Affected Poor and Marginalized People in the States of Tamil Nadu and Kerala,SARD,INRM,06/21/2006,,,,,0,5,,,5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,11/21/2005,,,No,,06/21/2006,10/07/2006,10/06/2010,,Closed/Completed,Sovereign,,,,,
9095,9095,JFPR,Japan,2006,2006,,9095,,,,LAO,Catalyzing Microfinance for the Poor,SERD,SEPF,08/17/2006,,,,,0,1.98,,,1.98,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,05/20/2004,,,No,,08/17/2006,03/06/2007,12/31/2010,,Closed/Completed,Sovereign,Successful,,,,
9096,9096,JFICT,Japan,2006,2006,,9096,33357,,,LAO,Upgrading of ICT and MIS at the Agriculture Promotion Bank,SERD,,08/17/2006,,,,,0,0.47,,,0.47,DVA,FW,Full Administration,Bilateral,Grant,ADF,3300,Finance,,,,,,,,08/17/2006,03/12/2007,,07/29/2010,,Sovereign,,,,,
9097,9097,JFPR,Japan,2006,2006,,9097/2257/0054,,,,AFG,North-South Corridor,CWRD,CWTC,09/26/2006,,,,,0,20,,,20,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,07/05/2006,,,No,,09/26/2006,12/17/2006,12/31/2010,06/25/2010,Closed/Completed,Sovereign,Successful,,,,
9098,9098,JFPR,Japan,2006,2006,,9098,,,,VIE,Improving Vitamin A Nutrition and Deworming for Poor and Vulnerable Children,SERD,VRM,11/17/2006,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,10/17/2006,,,No,,11/17/2006,09/18/2007,11/30/2010,09/09/2011,Closed/Completed,Sovereign,Satisfactory,,,,
9099,9099,JFPR,Japan,2006,2006,,9099,,,,VIE,Expansion of Learning Opportunities for Ethnic Minority Youth,SERD,VRM,11/29/2006,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,10/17/2006,,,No,,11/29/2006,10/18/2007,10/18/2011,,Closed/Completed,Sovereign,,,,,
9100,9100,JFPR,Japan,2006,2006,,9100,,,,AFG,Rural Business Support,CWRD,AFRM,12/12/2006,,,,,0,18,,,18,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,10/17/2006,,,No,,12/12/2006,12/17/2006,12/31/2010,,Closed/Completed,Sovereign,Successful,,,,
9101,9101,JFPR,Japan,2006,2006,,9101,,,,NEP,Improving the Livelihoods of Poor Farmers and Disadvantaged Groups in the Eastern Development Region,SARD,SAER,12/13/2006,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,10/17/2006,,,No,,12/13/2006,02/23/2007,07/15/2011,,Closed/Completed,Sovereign,,,,,
9102,9102,JFPR,Japan,2006,2006,,9102,40217,,,PHI,Southern Leyte Landslide,SERD,PHCO,12/15/2006,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,11/15/2006,,,No,,12/15/2006,12/15/2006,07/31/2009,12/08/2009,Closed/Completed,Sovereign,Successful,,,,
9103,9103,JFPR,Japan,2007,2007,,9103,,,,BHU,Rural Skills Development,SARD,SAHS,01/15/2007,,,,,0,1.99,,,1.99,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,10/17/2006,,,No,,01/15/2007,02/27/2007,12/31/2010,,Closed/Completed,Sovereign,Successful,,,,
9104,9104,JFPR,Japan,2007,2007,,9104,,,,KGZ,Improving Livelihoods of Rural Women through Development of Handicrafts Industry,CWRD,KYRM,01/17/2007,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3500,Industry and Trade,,,11/16/2006,,,No,,01/17/2007,05/31/2007,11/15/2010,11/15/2010,Closed/Completed,Sovereign,Successful,,,,"DR 2012. line on big Development Partnership Results, pp1; para in CWRD section, pp 8."
9105,9105,JFPR,Japan,2007,2007,,9105,,,,PAK,Microfinance for the Poorest,CWRD,CWPF,01/30/2007,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,12/21/2006,,,No,,01/30/2007,04/04/2007,09/15/2008,09/15/2008,Closed/Completed,Sovereign,,,,,
9106,9106,JFPR,Japan,2007,2007,,9106,,,,MON,Community-Driven Development for Urban Poor in Ger Areas,EARD,MNRM,03/02/2007,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Municipal Infrastructure and Services,,,12/21/2006,,,No,,03/02/2007,05/14/2007,09/30/2011,,Closed/Completed,Sovereign,,,,,
9107,9107,JFPR,Japan,2007,2007,,9107,,,,LAO,Enhancing Capacity of Local Government Agencies and Lao Women's Union for Sustainable Poverty Reduction in Northern Lao PDR,SERD,LRM,05/11/2007,,,,,0,0.53,,,0.53,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,01/29/2007,,,No,,05/11/2007,10/15/2007,10/14/2011,,Closed/Completed,Sovereign,Successful,,,,
9108,9108,JFPR,Japan,2007,2007,,9108,,,,KGZ,Improving Access to Quality Basic Education for Children with Special Needs,CWRD,KYRM,05/28/2007,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,04/11/2007,,,No,,05/28/2007,09/21/2007,09/21/2011,12/14/2011,Closed/Completed,Sovereign,Successful,,,,
9109,9109,JFPR,Japan,2007,2007,,9109,,,,MON,Community-Based Heating Supply in Rural Remote Areas,EARD,EAEN,06/29/2007,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,04/11/2007,,,No,,06/29/2007,08/23/2007,12/31/2011,,Closed/Completed,Sovereign,,,,,
9110,9110,JFPR,Japan,2007,2007,,9110,,,,NEP,Strengthening Decentralized Support for Vulnerable and Conflict-Affected Families and Children,SARD,SAHS,10/10/2007,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,07/24/2007,,,No,,10/10/2007,02/10/2008,07/15/2012,,Under Administration,Sovereign,,,,,
9111,9111,JFPR,Japan,2007,2007,,9111,,,,TAJ,Sustainable Access for Isolated Rural Communities,CWRD,TJRM,10/23/2007,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,07/24/2007,,,No,,10/23/2007,11/30/2007,05/30/2010,09/16/2010,Closed/Completed,Sovereign,Successful,,,,
9112,9112,JFPR,Japan,2007,2007,,9112,,,,VIE,Thanh Hoa Province Small Scale Infrastructure Investments and Services in Urban and Peri-Urban Areas,SERD,VRM,11/27/2007,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,07/24/2007,,,No,,11/27/2007,06/30/2008,06/20/2012,,Under Administration,Sovereign,Successful,,,,
9113,9113,JFPR,Japan,2007,2007,,9113,,,,PNG,Lae Port Livelihood and Social Improvement,PARD,PNRM,12/18/2007,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,11/02/2007,,,No,,12/18/2007,07/12/2008,06/11/2013,,Under Administration,Sovereign,,,,,"DR 2012. para in PARD section on Partnership Results, pp 14."
9114,9114,JFPR,Japan,2007,2007,,9114,,,,CAM,Building Community Capacity for Poverty Reduction Initiatives,SERD,CARM,12/19/2007,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,09/07/2007,,,No,,12/19/2007,01/31/2008,05/31/2011,,Closed/Completed,Sovereign,,,,,
