,Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
1799,2013,8506,INO,Sustainable Infrastructure Assistance Program — Scaling up Hydropower Development (Subproject 3),PPTA,E,PS,Energy,Bilateral,Single Donor,"2,000.00",AUS,24-Apr-2013,13-Nov-2013
1800,2013,8508,INO,Sustainable Infrastructure Assistance Program — IKK Water Supply Sector (Subproject 2),PPTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,715.00,AUS,24-Apr-2013,06-Nov-2013
1801,2013,8510,REG,Developing Local Currency Bonds for Infrastructure Finance in ASEAN+3,R-RDTA,E,C,Finance,Bilateral,Single Donor,225.00,PRC-PR Fund,13-Nov-2013,21-Nov-2013
1802,2013,8517,REG,Implementing the Pacific Regional Audit Initiative (Phase 2),R-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,300.00",JFPR,27-Aug-2013,25-Nov-2013
1803,2013,8518,INO,Sustainable Infrastructure Assistance Program — Green Cities - A Sustainable Urban Future in Indonesia (Subproject 4),CDTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"1,000.00",AUS,,26-Nov-2013
1804,2013,8520,REG,Asia Pacific Public Electronic Procurement Network,R-CDTA,J,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,,02-Dec-2013
1805,2013,8525,MLD,Enhancing Tax Administration Capacity,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,850.00,JFPR,,04-Dec-2013
1806,2013,8526,FIJ,Urban Development Planning and Institutional Capacity Building,CDTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,350.00,MDTF-WFPF,25-Oct-2013,04-Dec-2013
1807,2013,8530,INO,"Sustainable Infrastructure Assistance Program — Strengthening Community Participation in Project Design, Implementation, and Monitoring in Regional Roads Development Projects (Subproject 5)",CDTA,E,PS,Transport and ICT,Bilateral,Single Donor,"1,000.00",AUS,,06-Dec-2013
1808,2013,8539,REG,Mekong Business Initiative (MBI) Preparation,R-PATA,E,PS,Public Sector Management,Bilateral,Single Donor,225.00,AUS,24-Oct-2013,06-Dec-2013
1809,2013,8541,PRC,Strengthening Capacity for Wetland Protection for Sanjiang Plain,CDTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,300.00,MDTF-WFPF,25-Oct-2013,05-Dec-2013
1810,2013,8543,IND,Advanced Project Preparedness for Poverty Reduction—Project Preparation and Implementation Support for Uttarakhand Emergency Assistance (Subproject 30),PPTA,E,PS,Transport and ICT,Bilateral,Single Donor,"2,000.00",UKG,,09-Dec-2013
1811,2013,8546,TAJ,Strengthening Private Sector Participation in Technical and Vocational Education and Training,PPTA,E,C,Education,Bilateral,Single Donor,700.00,JFPR,,10-Dec-2013
1812,2013,8549,REG,Implementing the Greater Mekong Subregion Human Resource Development Strategic Framework and Action Plan (Phase 2),R-PATA,J,C,Multisector,Bilateral,Single Donor,500.00,PRC-PR Fund,,09-Dec-2013
1813,2013,8549,REG,Implementing the Greater Mekong Subregion Human Resource Development Strategic Framework and Action Plan (Phase 2),R-PATA,J,C,Multisector,Special Fund,ADB,500.00,RCIF,,09-Dec-2013
1814,2013,8550,REG,Inclusive Business Support,R-CDTA,J,PS,Multisector,Bilateral,Single Donor,"3,100.00",SWE,,10-Dec-2013
1815,2013,8550,REG,Inclusive Business Support,R-CDTA,J,PS,Multisector,Private Sector,Multidonor,100.00,Credit Suisse AG,,10-Dec-2013
1816,2013,8554,PRC,Establishing a Regional Knowledge Hub on Green Growth and Eco-Compensation,CDTA,E,C,Multisector,Multi-Donor Trust Fund,Multidonor,300.00,MDTF-WFPF,,12-Dec-2013
1817,2013,8556,REG,Supporting the Cities Development Initiative for Asia,CDTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,"5,000.00",UFPF-UCCRTF,,06-Dec-2013
1818,2013,8556,REG,Supporting the Cities Development Initiative for Asia,CDTA,J,PS,Multisector,Bilateral,Single Donor,"2,000.00",AUT,,06-Dec-2013
1819,2013,8556,REG,Supporting the Cities Development Initiative for Asia,CDTA,J,PS,Multisector,Bilateral,Single Donor,"7,084.00",SWE,,06-Dec-2013
1820,2013,8557,TAJ,Investment Climate Reforms,PATA,E,C,Multisector,Bilateral,Single Donor,"1,000.00",JFPR,,13-Dec-2013
1821,2013,8560,MON,Tuul River Improvement,PPTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,000.00",JFPR,,13-Dec-2013
1822,2013,8566,REG,Mainstreaming Integrated Solid Waste Management in Asia,R-CDTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,600.00,UFPF-UEIF,,09-Dec-2013
1823,2013,8568,REG,South Asia Urban Knowledge Hub,R-CDTA,J,C,Water and Other Municipal Infrastructure and Services,Private Sector,Single Donor,500.00,WFPF-SFPTF,26-Nov-2013,13-Dec-2013
1824,2013,8570,REG,Support to Community-Based Disaster Risk Management in Southeast Asia,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",IDRMF,,09-Dec-2013
1825,2013,8584,REG,Coordinated Border Management for Results in Central Asia Regional Economic Cooperation,R-CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,250.00",JFPR,,16-Dec-2013
1826,2013,8585,REG,Aligning Customs Trade Facilitation Measures with Best Practices in Central Asia Regional Economic Cooperation,R-CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,250.00",JFPR,,16-Dec-2013
1827,2013,8586,REG,Facilitation of Regional Transit Trade in Central Asia Regional Economic Cooperation,R-PATA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,,16-Dec-2013
1828,2013,8589,REG,Supporting the Operationalization of Community-Driven Development in Developing Member Countries,R-CDTA,J,C,Multisector,Bilateral,Single Donor,500.00,EAKPF,,16-Dec-2013
1829,2013,8590,PHI,Enhancing Capacities for the KALAHI–CIDSS National Community-Driven Development,CDTA,E,C,Multisector,Bilateral,Single Donor,"1,500.00",JFPR,,18-Dec-2013
1830,2013,8592,VIE,Improving Payment for Forest Ecosystem Service Implementation,CDTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,500.00",JFPR,,16-Dec-2013
1831,2013,8601,REG,Women-Led Sanitation: Driving Change through ADB–CSO Partnerships,R-RDTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,225.00,MDTF-WFPF,,20-Dec-2013
1832,2013,8605,TAJ,Capacity Building for Rural Financial Inclusion,CDTA,J,C,Finance,Multi-Donor Trust Fund,Multidonor,200.00,FSDPF,,24-Dec-2013
1833,2013,8612,REG,The Asia Leadership Program: Building Communities of Leaders through Regional Knowledge Sharing,R-CDTA,J,C,Multisector,Bilateral,Single Donor,500.00,EAKPF,,13-Dec-2013
1834,2014,6321,REG,Fighting HIV/AIDS in Asia and the Pacific (5th Supplementary),R-CDTA,J,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,180.00,HIV/AIDS Fund,,16-May-2014
1835,2014,6321,REG,Fighting HIV/AIDS in Asia and the Pacific (5th Supplementary),R-CDTA,J,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,670.00,HIV/AIDS Fund,,02-Apr-2014
1836,2014,6337,REG,Development Partnership Program for South Asia (Supplementary),R-CDTA,J,C,Public Sector Management,Bilateral,Single Donor,453.00,AUS-ADB South Asia Development Partnership Facility,27-Mar-2014,10-Apr-2014
1837,2014,6467,REG,HIV Prevention and Infrastructure: Mitigating Risk in the GMS (2nd Supplementary),R-CDTA,J,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,100.00,HIV/AIDS Fund,24-Jun-2014,26-Jun-2014
1838,2014,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (Supplementary),R-CDTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,"1,500.00",MDTF-WFPF,02-Dec-2013,25-Apr-2014
1839,2014,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (Supplementary),R-CDTA,E,C,Agriculture and Natural Resources,Private Sector,Single Donor,"2,000.00",WFPF-SFPTF,02-Dec-2013,25-Apr-2014
1840,2014,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (Supplementary),R-CDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,"10,000.00",NET-WFPF,02-Dec-2013,25-Apr-2014
1841,2014,7563,REG,Promoting Gender-Inclusive Growth in Central and West Asia Developing Member Countries (Supplementary),R-CDTA,J,PS,Public Sector Management,Bilateral,Single Donor,22.40,Australia,17-Jan-2014,19-Feb-2014
1842,2014,7793,INO,Institutional Capacity Building of Indonesia Eximbank (Supplementary),CDTA,J,C,Finance,Bilateral,Single Donor,225.00,CEFPF-CCFPSA,30-May-2014,17-Jul-2014
1843,2014,7805,REG,Strengthening Support for the Asia-Pacific Economic Cooperation Financial Regulators Training Initiative (supplementary),R-CDTA,J,C,Finance,Special Fund,ADB,220.00,FSDPSF,10-Jan-2014,13-Jan-2014
1844,2014,7929,REG,Addressing Disaster Risk through Improved Indicators and Land Use Management,R-RDTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,100.00,UFPF-UEIF,25-Aug-2014,05-Sep-2014
1845,2014,7987,REG,"Core Environment Program and Biodiversity Conservation Corridors Initiative in the Greater Mekong Subregion, Phase 2 (3rd Supplementary)",R-CDTA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,458.71,GEF,02-May-2014,17-Oct-2014
1846,2014,7987,REG,"Core Environment Program and Biodiversity Conservation Corridors Initiative in the Greater Mekong Subregion, Phase 2 (3rd Supplementary)",R-CDTA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,458.72,GEF-SCCF,02-May-2014,17-Oct-2014
1847,2014,7991,ARM,Solid Waste Management Improvement Investment Program,PPTA,J,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,50.00,UFPF-UEIF,19-Jun-2014,26-Sep-2014
1848,2014,8007,IND,Advanced Project Preparedness for Poverty Reduction - West Bengal North South Road Corridor (Subproject 18) (Supplementary),PPTA,E,PS,Transport and ICT,Bilateral,Single Donor,100.00,United Kingdom,27-May-2014,05-Jun-2014
1849,2014,8043,IND,Advanced Project Preparedness for Poverty Reduction - Rajasthan Urban Development Program (Subproject 22) (2nd Supplementary),PPTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,50.00,United Kingdom,23-Jun-2014,26-Jun-2014
1850,2014,8043,IND,Advanced Project Preparedness for Poverty Reduction - Rajasthan Urban Development Program (Subproject 22) (Supplementary),PPTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,50.00,United Kingdom,,16-Apr-2014
1851,2014,8085,BAN,Support for the Third Primary Education Development Project (3rd Supplementary),CDTA,J,PS,Education,Bilateral,Single Donor,100.00,Sweden,19-Jun-2014,01-Sep-2014
1852,2014,8116,IND,Advanced Project Preparedness for Poverty Reduction - Detailed Design for the SASEC Subregional Road Connectivity (Subproject 25) (3rd Supplementary),PPTA,J,PS,Transport and ICT,Bilateral,Single Donor,200.00,United Kingdom,25-Sep-2014,10-Oct-2014
1853,2014,8152,AZE,Baku Sustainable Urban Transport Investment Program,PPTA,E,C,Transport,Multi-Donor Trust Fund,Multidonor,120.00,UFPF-UEIF,25-Aug-2014,24-Oct-2014
1854,2014,8163,REG,Implementing the Greater Mekong Subregion Core Agriculture Support Program (Phase 2) (2nd Supplementary),R-PATA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,"1,000.00",MDTF-WFPF,27-Aug-2013,19-May-2014
1855,2014,8189,REG,Implementation of Sustainable Transport in Asia and the Pacific - New Approaches to Implement Sustainable Low Carbon Transport in Asia and the Pacific Region (Subproject 5) (Supplementary),R-CDTA,J,PS,Transport,Global Fund,Multidonor,185.00,GEF,27-Nov-2014,17-Dec-2014
1856,2014,8223,REG,Supporting the Use of Carbon Financing to Promote Green Growth in Asia and the Pacific (Supplementary),R-CDTA,J,C,Multisector,Bilateral,Single Donor,26.00,Swiss Cooperation Fund for Consulting Services,,04-Dec-2014
1857,2014,8223,REG,Supporting the Use of Carbon Financing to Promote Green Growth in Asia and the Pacific (Supplementary),R-CDTA,J,C,Multisector,Bilateral,Single Donor,115.00,Spain,,04-Dec-2014
1858,2014,8223,REG,Supporting the Use of Carbon Financing to Promote Green Growth in Asia and the Pacific (Supplementary),R-CDTA,J,C,Multisector,Bilateral,Single Donor,443.00,EAKPF,,04-Dec-2014
1859,2014,8257,REG,Results-Based Strategy and Sector Planning in the Pacific (Supplementary),R-CDTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,01-Jul-2013,14-Aug-2014
1860,2014,8260,UZB,E-Government for Effective Public Management (Supplementary),PATA,J,C,Public Sector Management,Bilateral,Single Donor,400.00,EAKPF,12-Dec-2012,20-Aug-2014
1861,2014,8306,RMI,Ebeye Water Supply and Sanitation (Supplementary),PPTA,J,PS,Multisector,Bilateral,Single Donor,371.84,Australia,11-Jun-2014,21-Aug-2014
1862,2014,8339,BAN,Third Urban Governance and Infrastructure Improvement (Sector) (Supplementary),PPTA,E,C,Water and Other Municipal Infrastructure and Services,Private Sector,Single Donor,560.00,WFPF-SFPTF,18-Jun-2014,17-Jul-2014
1863,2014,8381,PRC,Gansu Baiyin Urban Development II,PPTA,E,C,Multisector,Multi-Donor Trust Fund,Multidonor,120.00,MDTF-WFPF,25-Oct-2013,25-Apr-2014
1864,2014,8408,REG,Communications Campaign for Prevention of HIV/AIDS (Supplementary),S-CDTA,,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,25.00,HIV/AIDS Fund,20-Dec-2013,24-Jan-2014
1865,2014,8420,IND,Advanced Project Preparedness for Poverty Reduction—Enhancing Capacities of Executing and Implementing Agencies to Achieve Gender Equality Results (Subproject 29) (Supplementary),CDTA,E,PS,Multisector,Bilateral,Single Donor,100.00,United Kingdom,,07-Nov-2014
1866,2014,8425,REG,Second Greater Mekong Subregion Corridor Towns Development (Supplementary),R-PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,385.00,IDRMF,,15-May-2014
1867,2014,8483,REG,Asia Energy Efficiency Accelerator (Supplementary),R-CDTA,J,PS,Energy,Bilateral,Single Donor,200.00,KEMCO,15-Dec-2014,22-Dec-2014
1868,2014,8483,REG,Asia Energy Efficiency Accelerator (Supplementary),R-CDTA,J,PS,Energy,Bilateral,Single Donor,200.00,United Kingdom,01-Dec-2014,22-Dec-2014
1869,2014,8485,REG,Strengthening Regional Response to Malaria and Other Communicable Diseases in Asia and the Pacific (2nd Supplementary),CDTA,J,PS,Health and Social Protection,Bilateral,Single Donor,635.54,Australia,,17-Dec-2014
1870,2014,8485,REG,Strengthening Regional Response to Malaria and Other Communicable Diseases in Asia and the Pacific (2nd Supplementary),CDTA,J,PS,Health and Social Protection,Private Sector,Single Donor,"1,077.83",Bill and Melinda Gates Foundation,,17-Dec-2014
1871,2014,8485,REG,Strengthening Regional Response to Malaria and Other Communicable Diseases in Asia and the Pacific (Supplementary),CDTA,J,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,750.00,HFPF-RMTF,,09-May-2014
1872,2014,8518,INO,Sustainable Infrastructure Assistance Program — Green Cities - A Sustainable Urban Future in Indonesia (Subproject 4) (Supplementary),CDTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,115.00,Australia,02-Jul-2014,11-Aug-2014
1873,2014,8581,REG,Strengthening Public Sector Management in the North Pacific,R-PATA,J,PS,Public Sector Management,Bilateral,Single Donor,562.00,Australia,29-May-2014,02-Jun-2014
1874,2014,8620,REG,Economic Analysis for Gender and Development,R-RDTA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,26-Dec-2013,14-Feb-2014
1875,2014,8621,AZE,Microfinance Sector Development,PATA,J,C,Finance,Multi-Donor Trust Fund,Multidonor,300.00,FSDPF,01-Aug-2013,21-Feb-2014
1876,2014,8623,BHU,Adapting to Climate Change through Integrated Water Resources Management,CDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,500.00",JFPR,28-Nov-2013,28-Feb-2014
1877,2014,8623,BHU,Adapting to Climate Change through Integrated Water Resources Management,CDTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,250.00,MDTF-WFPF,25-Oct-2013,28-Feb-2014
1878,2014,8624,MYA,Support for Public-Private Partnership Framework Development,CDTA,E,PS,Multisector,Bilateral,Single Donor,"2,000.00",United Kingdom,25-Nov-2013,27-Feb-2014
1879,2014,8626,IND,Capacity Building of the National Skill Development Agency,CDTA,E,C,Education,Bilateral,Single Donor,"1,500.00",JFPR,16-Jan-2014,07-Mar-2014
1880,2014,8629,REG,"Strengthening the Capacity of Public Financial Institutions for Low Carbon, Climate Resilient Infrastructure and Technology Investment",S-CDTA,E,C,Finance,Multi-Donor Trust Fund,Multidonor,200.00,FSDPF,,31-Mar-2014
1881,2014,8630,BHU,Promoting Clean Energy Development in Bhutan,PATA,E,PS,Energy,Bilateral,Single Donor,"5,674.27",Norway,06-Jan-2014,31-Mar-2014
1882,2014,8632,TAJ,Strengthening the Anti-Money-Laundering Regime,CDTA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,350.00,RTFSI,25-Mar-2014,01-Apr-2014
1883,2014,8634,MYA,Skills Development for Inclusive Growth,CDTA,E,C,Education,Bilateral,Single Donor,"2,000.00",JFPR,24-Feb-2014,02-Apr-2014
1884,2014,8635,REG,Support for ASEAN+3 Bond Market Forum: Regional Standardization of Bond Issuance Framework and Transaction Flows,R-PATA,E,C,Finance,Bilateral,Single Donor,"1,228.00",ICFF,27-Feb-2014,08-Apr-2014
1885,2014,8636,REG,Mainstreaming Results-Based Public Sector Management—Supporting the Initiatives of the Asia-Pacific Community of Practice on Managing for Development Results,R-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,PRC-PR Fund,13-Sep-2013,08-Apr-2014
1886,2014,8638,PRC,Hunan Dongjiang Lake Environmental Protection and Integrated Utilization,PPTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,24-Feb-2014,04-Apr-2014
1887,2014,8640,REG,Enhancing Transparancy and Exchange of Information for Tax Purposes,R-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,820.00,JFPR,22-Nov-2013,22-Apr-2014
1888,2014,8642,IND,Advanced Project Preparedness for Poverty Reduction—Project Preparation and Implementation Support for Odisha Power Sector Emergency Assistance (Subproject 31),PPTA,E,PS,Transport and ICT,Bilateral,Single Donor,100.00,United Kingdom,14-Apr-2014,15-Apr-2014
1889,2014,8643,REG,Implementation of Microfinance Industry's Client Protection Principles,S-CDTA,E,C,Finance,Special Fund,ADB,200.00,FSDPSF,10-Jan-2014,28-Apr-2014
1890,2014,8644,REG,Sustainable Energy Training Program 2014,S-CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,225.00,CEF-CEFPF,,08-May-2014
1891,2014,8647,TAJ,Water Resources Management in Pyanj River Basin,PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,28-Apr-2014,12-May-2014
1892,2014,8648,PAK,Determining the Potential for Carbon Capture and Storage,CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CCSF,11-Sep-2013,14-May-2014
1893,2014,8649,MON,Energy Efficiency and Urban Environment Improvement Project,PPTA,E,C,Energy,Bilateral,Single Donor,"2,000.00",JFPR,14-May-2013,12-May-2014
1894,2014,8650,PHI,Strengthening Evaluation and Fiscal Cost Management of Public–Private Partnerships,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"2,000.00",JFPR,24-Feb-2014,15-May-2014
1895,2014,8651,MYA,Strengthening Institutions for a Better Investment Climate,CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,24-Feb-2014,14-May-2014
1896,2014,8652,IND,Climate-Resilient Coastal Protection and Management,CDTA,E,PS,Agriculture and Natural Resources,Global Fund,Multidonor,"2,000.00",GEF-SCCF,08-Apr-2014,16-May-2014
1897,2014,8654,REG,Supporting the Use of Carbon Financing from New Carbon Market Mechanisms to Promote Green Growth in Asia and the Pacific,R-CDTA,E,C,Multisector,Bilateral,Single Donor,"1,500.00",JFPR,22-Nov-2013,23-May-2014
1898,2014,8655,REG,Facilitating Trade for Fragile and Landlocked States in the Post-Bali Institutional Environment,R-CDTA,J,PS,Industry and Trade,Bilateral,Single Donor,300.00,Australia,,16-Dec-2014
1899,2014,8656,REG,Malaria and Dengue Risk Mapping and Response Planning in the Greater Mekong Subregion,R-CDTA,J,C,Health and Social Protection,Bilateral,Single Donor,417.00,EAKPF,26-Dec-2013,26-May-2014
1900,2014,8656,REG,Malaria and Dengue Risk Mapping and Response Planning in the Greater Mekong Subregion,R-CDTA,J,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,600.00,HFPF-RMTF,15-May-2014,26-May-2014
1901,2014,8657,MYA,Off-Grid Renewable Energy Demonstration ,CDTA,E,C,Energy,Bilateral,Single Donor,"2,000.00",JFPR,24-Feb-2014,23-May-2014
1902,2014,8658,REG,South Asia Economic Integration Partnership - Power Trading in Bangladesh and Nepal (Subproject 1),R-PATA,E,PS,Energy,Bilateral,Single Donor,"1,000.00",United Kingdom,30-May-2014,29-May-2014
1903,2014,8659,REG,Targeted Pacific Financial Sector Strengthening: Supporting National Risk Assessments,R-PATA,E,C,Finance,Bilateral,Single Donor,225.00,ICFF,21-Apr-2014,28-May-2014
1904,2014,8660,INO,Community-Focused Investments to Address Deforestation and Forest Degradation,PPTA,E,PS,Agriculture and Natural Resources,Global Fund,Multidonor,500.00,SCF-FIP,05-Nov-2012,02-Jun-2014
1905,2014,8662,PRC,Improving Clean Bus Operations and Management,CDTA,E,PS,Transport and ICT,Global Fund,Multidonor,"2,315.00",GEF,,09-Jun-2014
1906,2014,8665,REG,Improving the Capacity and Integrity of Procurement Processes in Central and West Asia,CDTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,90.00,AITF,21-Oct-2014,28-Oct-2014
1907,2014,8666,INO,Sustainable Infrastructure Assistance Program — Capacity Development for the Metropolitan Sanitation Management Investment (Subproject 6),CDTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"2,000.00",Australia,,13-Jun-2014
1908,2014,8669,CAM,Strengthening Coordination for Management of Disasters,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"2,000.00",JFPR,03-Apr-2014,17-Jun-2014
1909,2014,8670,AZE,Solid Waste Management Project for Intermediary Cities,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,225.00,UFPF-UEIF,19-Jun-2014,26-Jun-2014
1910,2014,8671,VIE,Secondary Cities Development Program (Green Cities),PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,300.00,NET-WFPF,28-Apr-2014,27-Jun-2014
1911,2014,8671,VIE,Secondary Cities Development Program (Green Cities),PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,"1,000.00",UFPF-UCCRTF,19-Jun-2014,27-Jun-2014
1912,2014,8674,REG,Trade and Transport Facilitation in the Pacific,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"2,000.00",JFPR,24-Feb-2014,30-Jun-2014
1913,2014,8681,REG,Awareness Raising to Adopt Action for Malaria Elimination in Asia Pacific,CDTA,E,C,Health,Multi-Donor Trust Fund,Multidonor,225.00,HFPF-RMTF,,02-Jul-2014
1914,2014,8686,REG,Information and Communication Technologies for Social Protection in the Asia and Pacific Region,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,20-May-2014,11-Jul-2014
1915,2014,8688,KGZ,Strengthening the Enabling Environment for Public-Private Partnerships,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",JFPR,16-Jan-2014,21-Jul-2014
1916,2014,8693,REG,Food Security and Resilience of the Association of Southeast Asian Nations Member States to Food Price Volatility,R-RDTA,E,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,800.00,JFPR,21-Apr-2014,11-Jul-2014
1917,2014,8695,PHI,Teach for the Philippines,CDTA,E,C,Education,Bilateral,Single Donor,500.00,EAKPF,20-May-2014,07-Aug-2014
1918,2014,8698,VIE,Second Secondary Education Sector Development Program,PPTA,E,C,Education,Bilateral,Single Donor,"1,000.00",JFPR,,13-Aug-2014
1919,2014,8703,REG,Enhancing Capacity to Mobilize Private Grant Cofinancing ,R-CDTA,E,C,Multisector,Bilateral,Single Donor,225.00,EAKPF,22-Aug-2014,05-Aug-2014
1920,2014,8707,REG,Strengthening Trade Facilitation in the Greater Mekong Subregion through Partnerships with the Private Sector,R-PATA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,21-Apr-2014,22-Aug-2014
1921,2014,8709,REG,Strengthening Institutional Knowledge and Capacity of Customs Administrations for Trade Facilitation within the Association of Southeast Asian Nations,R-CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,21-Apr-2014,22-Aug-2014
1922,2014,8712,BHU,Institutional Strengthening for Skills Development,CDTA,E,C,Education,Bilateral,Single Donor,750.00,JFPR,03-Jun-2014,01-Sep-2014
1923,2014,8714,REG,Promoting Carbon Capture and Storage in the People's Republic of China and Indonesia,R-RDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,800.00",CCSF,11-Jun-2014,29-Aug-2014
1924,2014,8715,PRC,Country Water Assessment,PATA,J,C,"Agriculture, Natural Resources and Rural Development",Multi-Donor Trust Fund,Multidonor,300.00,MDTF-WFPF,18-Jun-2014,05-Sep-2014
1925,2014,8718,PHI,Strengthening Treasury Operations and Capital Market Reform,CDTA,E,C,Finance,Bilateral,Single Donor,500.00,JFPR,21-Apr-2014,17-Sep-2014
1926,2014,8726,VIE,Implementation of Civil Service Reform Plan,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",JFPR,,23-Sep-2014
1927,2014,8727,REG,Study for a Power Sector Financing Road Map within Central Asia Regional Economic Cooperation,R-RDTA,J,C,Energy,Bilateral,Single Donor,500.00,PRC-PR Fund,23-Jun-2014,26-Sep-2014
1928,2014,8729,REG,Pacific Business Investment Facility,R-CDTA,J,C,Finance,Multi-Donor Trust Fund,Multidonor,"11,000.00",PBI,,26-Sep-2014
1929,2014,8731,BAN,Capacity Development of Bangladesh Railway for Project Implementation,CDTA,J,PS,Transport,Multilateral,Multidonor,400.00,NDF,12-Aug-2014,30-Sep-2014
1930,2014,8732,REG,Enhancing Capacity of Sanitary and Phytosanitary Arrangements to Facilitate Trade in the Greater Mekong Subregion,CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"2,000.00",JFPR,21-Apr-2014,02-Oct-2014
1931,2014,8736,REG,South Asian Association for Regional Cooperation Food Security Through Control of Transboundary Animal Diseases,R-CDTA,E,C,"Agriculture, Natural Resources and Rural Development",Bilateral,Single Donor,"2,000.00",JFPR,21-Apr-2014,10-Oct-2014
1932,2014,8742,MON,Transparency and Efficiency in Public Financial Management,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,100.00",JFPR,27-Aug-2014,29-Oct-2014
1933,2014,8746,REG,Central Asia Regional Economic Cooperation: Working with the Private Sector in Trade Facilitation (Phase 2),PATA,J,C,Industry and Trade,Bilateral,Single Donor,500.00,PRC-PR Fund,23-Jun-2014,30-Oct-2014
