Partner,Year,Approval Numbers CoFin,Proj No,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF,Total,Grants,Loans,Commercial,Total CF
Japan,1997,1562-1563,,PHI,Fisheries Resource Management,SERD,SEAE,10/16/1997,,,,,0,,12.59,,12.59
Japan,1997,1581,28023,BAN,Third Rural Infrastructure Development,SARD,SAAE,11/20/1997,,,,,0,,53,,53
Japan,1997,1590,,PHI,Power Transmission Reinforcement,SERD,,12/16/1997,,,,,0,,7.5,,7.5
Japan,1998,1630,29151,KGZ,Second Road Rehabilitation,CWRD,CWID,09/10/1998,,,,,0,,40.5,,40.5
Japan,1998,1647,29120,IND,Rajasthan Urban Infrastructure Development,SARD,INRM,12/03/1998,,,,,0,,85,,85
Japan,1998,1649,,SRI,Road Network Improvement,SARD,SAID,12/08/1998,,,,,0,,22.4,,22.4
Japan,1998,1653,,VIE,Third Road Improvement,SERD,SEID,12/10/1998,,,,,0,,88.5,,88.5
Japan,1998,1654,25182,PHI,Secondary Education Dev. & Improvement,SERD,,12/11/1998,,,,,0,,59.01,,59.01
Japan,1998,1655,,VIE,Vocational and Technical Education,SERD,,11/11/1998,,,,,0,19.17,,,19.17
Japan,1998,1662,31216,PHI,Power Sector Restructuring Program,SERD,SEID,12/16/1998,,,,,0,,300,,300
Japan,1998,1663-1665,30480,PHI,Metro Manila Air Quality Improvement Sector Dev. Program,SERD,SEOC,12/16/1998,,,,,0,,300,,300
Japan,1999,1673,31604,INO,Power Sector Restructuring Program,SERD,,03/26/1999,,,,,0,,400,,400
Japan,1999,1675-1676,32516,INO,Health and Nutrition Sector Development Program (Policy Loan),SERD,SESS,03/25/1999,,,,,0,,300,,300
Japan,1999,1698,32421,THA,Agriculture Sector Program,SERD,,09/29/1999,,,,,0,,300,,300
Japan,1999,1711,26522,SRI,Southern Transport Dev,SARD,SAID,11/25/1999,,,,,0,,180,,180
Japan,1999,1727-1728,,REG,GMS: East-West Corridor (LAO and VIE),SERD,SEID,12/20/1999,,,,,0,,180,,180
Japan,1999,1727-1728,,REG,GMS: East-West Corridor (LAO and VIE),SERD,SEID,12/20/1999,,,,,0,65,,,65
Japan,2000,1737,,UZB,Senior Secondary Education,CWRD,CWSS,02/08/2000,,,,,0,,57,,57
Japan,2000,1820/8235,31624,NEP,Melamchi Water Supply,SARD,SASS,12/21/2000,,,,,0,,47.5,,47.5
Japan,2000,1820/8235,31624,NEP,Melamchi Water Supply,SARD,SASS,12/21/2000,,,,,0,18,,,18
Japan,2000,9000,,INO,Assisting Girl Street Children at Risk of Sexual Abuse,SERD,IRM,10/20/2000,,,,,0,1,,,1
Japan,2000,9001,35346-012,PHI,Supporting the Sustainable Livelihood for the Poor in Southern Philippines,SERD,SEAE,10/31/2000,,,,,0,2.8,,,2.8
Japan,2000,9002,,PNG,"Low-Cost Sanitation, Community Awareness and Health Education Program",PARD,PNRM,12/14/2000,,,,,0,1.74,,,1.74
Japan,2000,9003,35348,PHI,On-Site Urban Upgrading for Vulnerable Slum Communities of Payatas,SERD,SESS,12/13/2000,,,,,0,1,,,1
Japan,2000,9004,35355,PHI,Off-Site and Off-City Relocation of Vulnerable Slum Communities of Muntinlupa City,SERD,SESS,12/21/2000,,,,,0,1,,,1
Japan,2001,9005,,REG,Improving Nutrition for Poor Mothers and Children,CWRD,CWPF,04/26/2001,,,,,0,6.85,,,6.85
Japan,2001,9006,,REG,Community Action for Preventing HIV/AIDS,SERD,SESS,05/08/2001,,,,,0,8,,,8
Japan,2001,9007,,NEP,Supporting Poor and Disadvantaged  Farmers through Civil Society Organizations,SARD,NRM,05/15/2001,,,,,0,0.8,,,0.8
Japan,2001,9008,,TAJ,Tajikistan Rural Poverty Reduction,CWRD,CWAE,08/08/2001,,,,,0,2.9,,,2.9
Japan,2001,9009,,BAN,Supporting Livelihood Improvement for the Poor through Water Management Associations,SARD,BRM,08/17/2001,,,,,0,0.9,,,0.9
Japan,2001,9010,,UZB,Supporting Innovative Poverty Reduction in Karakalpakstan,CWRD,URM,10/25/2001,,,,,0,2.54,,,2.54
Japan,2001,9011,,PRC,Innovations for Participatory Flood Control by the Poor Along the Yellow River,EARD,EAER,11/16/2001,,,,,0,1,,,1
Japan,2001,9012,,LAO,Supporting the Community-Managed Livelihood Improvement,SERD,SEER,12/18/2001,,,,,0,1,,,1
Japan,2002,1908,,MON,Second Education Development,EARD,EASS,08/06/2002,,,,,0,45,,,45
Japan,2002,1913-1914,34023,SRI,Plantation Development,SARD,SAAE,09/13/2002,,,,,0,,25,,25
Japan,2002,1929,30207,SRI,Power Sector Development Program,SARD,SAID,10/31/2002,,,,,0,,75,,75
Japan,2002,1978,,INO,Small and Medium Enterprise Export Development,SERD,SEGF,12/17/2002,,,,,0,5,,,5
Japan,2002,1984,36018,PHI,Electricity Market and Transmission Development,SERD,SEID,12/09/2002,,,,,0,,40,,40
Japan,2002,1986/8206,31280,SRI,Road Sector Development,SARD,SAID,12/19/2002,,,,,0,,80,,80
Japan,2002,9013,,AZE,Integration of Internally Displaced Persons in Mingechevir Rayon,CWRD,CWUW,01/30/2002,,,,,0,2.5,,,2.5
Japan,2002,9014,,MON,Expanding Employment Opportunities for Poor Disabled Persons,EARD,MNRM,04/01/2002,,,,,0,1,,,1
Japan,2002,9015,,MON,Improving the Living Environment of the Poor in Ger Areas of Mongolia's Cities,EARD,EASS,05/07/2002,,,,,0,2.2,,,2.2
Japan,2002,9016,,INO,Supporting the Community-Based Basic Education for the Poor,SERD,SEHS,05/07/2002,,,,,0,3.2,,,3.2
Japan,2002,9017,,CAM,Community-Based Livelihood Enhancement for the Rural Poor,SERD,SEER,07/12/2002,,,,,0,1.8,,,1.8
Japan,2002,9018,36021,PHI,Social Protection for Poor Women Vendors in Mindanao Cities,SERD,SEHS,08/07/2002,,,,,0,1,,,1
Japan,2002,9019,,AFG,Community-Based Gender-Sensitive Basic Education for the Poor,CWRD,CWPF,09/10/2002,,,,,0,4,,,4
Japan,2002,9020,,VIE,Electronic Health Insurance Membership Card,SERD,,09/12/2002,,,,,0,0.5,,,0.5
Japan,2002,9021,,IND,Rainwater Harvesting and Slum Development in Rajasthan,SARD,INRM,09/24/2002,,,,,0,1.9,,,1.9
Japan,2002,9022,36020,PHI,Strategic Private Sector Partnerships for Urban Poverty Reduction in Metro Manila,SERD,SEHS,09/24/2002,,,,,0,3.6,,,3.6
Japan,2002,9023,,CAM,Income for the Poor through Community-Based Environmental Improvements in Phnom Penh,SERD,SEHS,09/25/2002,,,,,0,1,,,1
Japan,2002,9024/0076,,AFG,Road Employment Project for Settlement and Integration of Returning Refugees and Displaced Persons,CWRD,AFRM,10/03/2002,,,,,0,15,,,15
Japan,2002,9025,,SRI,Infrastructure Maintenance to Reduce Rural Poverty,SARD,SAER,10/16/2002,,,,,0,0.9,,,0.9
Japan,2002,9026,,IND,Sustaining Income and Basic Human Needs of the Poor in Disaster Prone Areas of Gujarat,SARD,INRM,11/06/2002,,,,,0,3.4,,,3.4
Japan,2002,9027,,CAM,Improving the Livelihood of Poor Farmers in Southern Cambodia,SERD,SEER,11/11/2002,,,,,0,1.8,,,1.8
Japan,2002,9028,,CAM,Targeted Assistance for Education of Poor Girls and Poor Children in Ethnic Minority Areas,SERD,CARM,11/25/2002,,,,,0,3,,,3
Japan,2002,9029,,REG,"Development of a Business Plan for a Center for Learning, Information, Communication, and Knowledge for Asia and the Pacific",SDCC,,12/19/2002,,,,,0,0.18,,,0.18
Japan,2002,9030,,AFG,Primary Health Care Partnership for the Poor,CWRD,CWPF,12/19/2002,,,,,0,3,,,3
Japan,2003,2015/4209(L),30216,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0,3,,,3
Japan,2003,2043/2044/0062,,SRI,Conflict Affected Areas Rehabilitation,SARD,SLRM,12/11/2003,,,,,0,,11.2,,11.2
Japan,2003,9031,,PAK,Mobilizing the Poor for Better Access to Health,CWRD,CWPF,05/06/2003,,,,,0,3.4,,,3.4
Japan,2003,9032,,NEP,Optimizing Productivity of Poor Water Users Associations,SARD,NRM,08/04/2003,,,,,0,1,,,1
Japan,2003,9033,,VIE,Promoting Silk Income for the Rural Poor in Central Highlands,SERD,SEER,10/30/2003,,,,,0,0.62,,,0.62
Japan,2003,9034,,LAO,Reducing Poverty Among Ethnic Minority Women in the Nam Ngum River Basin,SERD,SEER,11/12/2003,,,,,0,0.53,,,0.53
Japan,2003,9035,,LAO,Solid Waste Management and Income Generation for Vientiane's Poor,SERD,SEHS,12/16/2003,,,,,0,1,,,1
Japan,2003,9036,,REG,Improving Poor Farmers' Livelihoods through Postharvest Technology,SERD,SEER,12/18/2003,,,,,0,0.75,,,0.75
Japan,2003,9037,,AFG,Emergency Road Rehabilitation,CWRD,CWTC,12/19/2003,,,,,0,20,,,20
Japan,2003,9038,,AFG,Integrated Community Development in Northern Afghanistan,CWRD,AFRM,12/26/2003,,,,,0,3,,,3
Japan,2003,9039,,AFG,Rural Recovery through Community-Based Irrigation Rehabilitation,CWRD,AFRM,12/26/2003,,,,,0,5,,,5
Japan,2004,2090,36509,UZB,Woman and Child Health Development,CWRD,CWSS,09/23/2004,,,,,0,6,,,6
Japan,2004,2123,,VIE,Support to Implementation of Poverty Reduction Program,SERD,VRM,12/09/2004,,,,,0,,18,,18
Japan,2004,2146,30403,PRC,Coal Mine Methane Development,EARD,EAEN,12/20/2004,,,,,0,,20,,20
Japan,2004,9040,,TAJ,School Improvement,CWRD,CWPF,01/13/2004,,,,,0,2,,,2
Japan,2004,9041,,REG,Asian Bonds Online Web Site,OREI,,01/16/2004,,,,,0,2.4,,,2.4
Japan,2004,9042,,PHI,Renewable Energy and Livelihood Development Project for the Poor in Negros Occidental,SERD,SEEN,01/19/2004,,,,,0,1.5,,,1.5
Japan,2004,9043,,TAJ,Community Participation and Public Information Campaign for Health Improvement,CWRD,TJRM,01/22/2004,,,,,0,1,,,1
Japan,2004,9044,,MON,Information and Communication Technology for Innovating Rural Education,EARD,,04/06/2004,,,,,0,1,,,1
Japan,2004,9045,,SRI,Power Fund for the Poor,SARD,SLRM,04/07/2004,,,,,0,1.5,,,1.5
Japan,2004,9046,,VIE,Poverty Reduction in Red River Basin Irrigation Systems,SERD,VRM,04/15/2004,,,,,0,0.82,,,0.82
Japan,2004,9047,,REG,Improving Poor Farmers' Livelihoods through Rice Information Technology,SERD,,06/04/2004,,,,,0,1,,,1
Japan,2004,9048,,CAM,Mainstreaming Labor-Based Maintenance to the National Roads Network,SERD,CARM,06/17/2004,,,,,0,2.2,,,2.2
Japan,2004,9049,,INO,Sustainable Livelihood Development for Poor Coastal and Small Island Communities,SERD,SEER,06/17/2004,,,,,0,1.5,,,1.5
Japan,2004,9050,,LAO,"Banking Automation to Support Outreach, Efficiency and Governance",SERD,,06/22/2004,,,,,0,0.65,,,0.65
Japan,2004,9051,,REG,Developing a Database on Cross-Border Trade and Investment in BIMP-EAGA,SERD,,07/02/2004,,,,,0,0.3,,,0.3
Japan,2004,9052,,REG,Sustainable Food Fortification,CWRD,CWPF,07/22/2004,,,,,0,2,,,2
Japan,2004,9053,,MON,Information and Communication Technology for Improving Rural Health Services,EARD,,08/02/2004,,,,,0,1,,,1
Japan,2004,9054,,UZB,Affordable Services and Water Conservation for the Urban Poor,CWRD,URM,08/24/2004,,,,,0,1.5,,,1.5
Japan,2004,9055,,KGZ,Reducing Vulnerability of the Poor to Natural Disasters,CWRD,KYRM,09/08/2004,,,,,0,1,,,1
Japan,2004,9056,,KGZ,Reducing Neonatal Mortality,CWRD,CWPF,09/08/2004,,,,,0,1,,,1
Japan,2004,9057,,CAM,Health Care Financing for the Poor,SERD,SEHS,11/15/2004,,,,,0,1.85,,,1.85
Japan,2004,9058,,VIE,Expanding Benefits of the Poor through Urban Environmental Improvements,SERD,VRM,12/02/2004,,,,,0,1,,,1
Japan,2004,9059,,KGZ,Rural Livelihood Development,CWRD,CWEN,12/15/2004,,,,,0,1,,,1
Japan,2004,9060,,AFG,Balkh River Basin Water Resources Management,CWRD,AFRM,12/15/2004,,,,,0,10,,,10
Japan,2005,1391,,THA,Second Regional Roads (Sector),SERD,SEID,09/29/2005,,,,,0,,150,,150
Japan,2005,2194,,VIE,Support to Implementation on Poverty Reduction Program II,SERD,VRM,11/03/2005,,,,,0,,22.8,,22.8
Japan,2005,2214/7224,,INO,Tangguh Liquefied Natural Gas,PSOD,PSOP,12/08/2005,,,,,0,,1000,,1000
Japan,2005,2228,,INO,Development Policy Support Program,SERD,IRM,12/21/2005,,,,,0,,100,,100
Japan,2005,9061,,CAM,Improving Primary School Access in Disadvantaged Communes,SERD,CARM,01/04/2005,,,,,0,1.87,,,1.87
Japan,2005,9062,,LAO,Sustainable Agroforestry Systems for Livelihood Enhancement of the Rural Poor,SERD,SEER,01/04/2005,,,,,0,1.5,,,1.5
Japan,2005,9063,,MON,Maternal Mortality Reduction,EARD,EASS,02/10/2005,,,,,0,1,,,1
Japan,2005,9064,,CAM,Improving the Access of Poor Floating Communities on the Tonle Sap to Social Infrastructure and Livelihood Activities,SERD,SEER,02/25/2005,,,,,0,1,,,1
Japan,2005,9065,,INO,Enriching Lives of the Urban Poor through Food Fortification,SERD,SEHS,03/14/2005,,,,,0,1.75,,,1.75
Japan,2005,9066,,MLD,Restoration of Livelihoods of the Tsunami-Affected Farmers in the Maldives,SARD,SAER,04/29/2005,,,,,0,1,,,1
Japan,2005,9067,,PAK,Enhancing Road Improvement Benefits to Poor Communities in North-West Frontier Province,CWRD,PRM,04/28/2005,,,,,0,1,,,1
Japan,2005,9068,,REG,Empowering the Rural Areas through Community E-Centers under the South Asia Subregional Economic Cooperation Program,SDCC,,07/05/2005,,,,,0,1,,,1
Japan,2005,9069,,BHU,Improving the Well-Being of Road Workers,SARD,SATC,08/09/2005,,,,,0,0.5,,,0.5
Japan,2005,9070,,PHI,Developing the Philippines Business Registry,SERD,,08/08/2005,,,,,0,0.7,,,0.7
Japan,2005,9071,,VIE,Community-Based Agricultural Extension and Training in Mountainous Districts,SERD,SEER,08/22/2005,,,,,0,0.9,,,0.9
Japan,2005,9072,,INO,Sustainable Livelihood Development for Coastal Communities in the Special Province of Nanggroe Aceh Darussalam,SERD,EMS,09/06/2005,,,,,0,2.5,,,2.5
Japan,2005,9073,,INO,Rehabilitation of Coral Reef and Mangrove Resources in the Special Province of Nanggroe Aceh Darussalam,SERD,EMS,09/06/2005,,,,,0,1.5,,,1.5
Japan,2005,9074,,INO,Seismically Upgraded Housing in Nanggroe Aceh Darussalam and North Sumatera,SERD,EMS,09/06/2005,,,,,0,2,,,2
Japan,2005,9076,,SRI,Public Works Restoration and Rehabilitation of Line Drainage Systems of Tsunami-Affected Local Government Roads,SARD,SLRM,10/04/2005,,,,,0,2,,,2
Japan,2005,9077,,SRI,Post-Tsunami Utility Connections for the Poor,SARD,SLRM,10/14/2005,,,,,0,2,,,2
Japan,2005,9078,,TAJ,Community-Based Rural Road Maintenance,CWRD,CWTC,11/04/2005,,,,,0,1.8,,,1.8
Japan,2005,9079,,INO,Restoration of Microenterprise and Microfinance in Aceh,SERD,EMS,11/28/2005,,,,,0,2,,,2
Japan,2005,9080,,BAN,Social Development for Erosion-Affected Poor in the Jamuna-Meghna Floodplains,SARD,BRM,12/05/2005,,,,,0,0.79,,,0.79
Japan,2005,9081,,CAM,Women's Development Centers,SERD,CARM,12/21/2005,,,,,0,1.8,,,1.8
Japan,2005,9082,,INO,Support for the Local Government Performance Measurement System,SERD,,12/22/2005,,,,,0,0.73,,,0.73
Japan,2006,2261,37041,CAM,Second Power Transmission and Distribution,SERD,SEID,10/04/2006,,,,,0,,22.3,,22.3
Japan,2006,2282,37752,PHI,Power Sector Development Program ,SERD,,12/08/2006,,,,,0,,300,,300
Japan,2006,9083,,VIE,Nutritious Food for 6-24 Month Old Children Vulnerable to Malnutrition in Poor Areas,SERD,VRM,01/17/2006,,,,,0,1.99,,,1.99
Japan,2006,9085,,MON,Nonformal Skills Training for Unemployed Youth and Adults,EARD,EASS,02/20/2006,,,,,0,1,,,1
Japan,2006,9087,,PHI,Supporting Information Sharing and Exchange among Civil Servants,SERD,,03/14/2006,,,,,0,0.5,,,0.5
Japan,2006,9088,39481,PHI,Developing Financial Cooperatives,SERD,SEPF,03/14/2006,,,,,0,0.9,,,0.9
Japan,2006,9089,,TAJ,Community-Based Rural Power Supply,CWRD,CWEN,03/15/2006,,,,,0,2,,,2
Japan,2006,9090,,PAK,"Iron and Folic Acid Fortification in Small-Scale Milling to Improve the Lives of the Poor, Especially Women and Children",CWRD,CWUW,03/17/2006,,,,,0,2,,,2
Japan,2006,9091,,UZB,Basic Education for Children with Special Needs,CWRD,URM,03/17/2006,,,,,0,1.5,,,1.5
Japan,2006,9092,,PAK,Immediate Support to Poor and Vulnerable Households in Inaccessible Areas Devastated by the 2005 Earthquake,CWRD,PRM,03/27/2006,,,,,0,5,,,5
Japan,2006,9093,,BHU,Rural Electricians Training Program,SARD,SAEN,05/25/2006,,,,,0,1,,,1
Japan,2006,9094,,IND,Restoration and Diversification of Livelihoods for Tsunami-Affected Poor and Marginalized People in the States of Tamil Nadu and Kerala,SARD,INRM,06/21/2006,,,,,0,5,,,5
Japan,2006,9095,,LAO,Catalyzing Microfinance for the Poor,SERD,SEPF,08/17/2006,,,,,0,1.98,,,1.98
Japan,2006,9096,33357,LAO,Upgrading of ICT and MIS at the Agriculture Promotion Bank,SERD,,08/17/2006,,,,,0,0.47,,,0.47
Japan,2006,9097/2257/0054,,AFG,North-South Corridor,CWRD,CWTC,09/26/2006,,,,,0,20,,,20
Japan,2006,9098,,VIE,Improving Vitamin A Nutrition and Deworming for Poor and Vulnerable Children,SERD,VRM,11/17/2006,,,,,0,1,,,1
Japan,2006,9099,,VIE,Expansion of Learning Opportunities for Ethnic Minority Youth,SERD,VRM,11/29/2006,,,,,0,1.5,,,1.5
Japan,2006,9100,,AFG,Rural Business Support,CWRD,AFRM,12/12/2006,,,,,0,18,,,18
Japan,2006,9101,,NEP,Improving the Livelihoods of Poor Farmers and Disadvantaged Groups in the Eastern Development Region,SARD,SAER,12/13/2006,,,,,0,1,,,1
Japan,2006,9102,40217,PHI,Southern Leyte Landslide,SERD,PHCO,12/15/2006,,,,,0,3,,,3
Japan,2007,2368/0087/0101/8232,38183,SAM,Power Sector Expansion,PARD,PAHQ,11/21/2007,,,,,0,,38,,38
Japan,2007,9103,,BHU,Rural Skills Development,SARD,SAHS,01/15/2007,,,,,0,1.99,,,1.99
Japan,2007,9104,,KGZ,Improving Livelihoods of Rural Women through Development of Handicrafts Industry,CWRD,KYRM,01/17/2007,,,,,0,2,,,2
Japan,2007,9105,,PAK,Microfinance for the Poorest,CWRD,CWPF,01/30/2007,,,,,0,2,,,2
Japan,2007,9106,,MON,Community-Driven Development for Urban Poor in Ger Areas,EARD,MNRM,03/02/2007,,,,,0,1.5,,,1.5
Japan,2007,9107,,LAO,Enhancing Capacity of Local Government Agencies and Lao Women's Union for Sustainable Poverty Reduction in Northern Lao PDR,SERD,LRM,05/11/2007,,,,,0,0.53,,,0.53
Japan,2007,9108,,KGZ,Improving Access to Quality Basic Education for Children with Special Needs,CWRD,KYRM,05/28/2007,,,,,0,1,,,1
Japan,2007,9109,,MON,Community-Based Heating Supply in Rural Remote Areas,EARD,EAEN,06/29/2007,,,,,0,2,,,2
Japan,2007,9110,,NEP,Strengthening Decentralized Support for Vulnerable and Conflict-Affected Families and Children,SARD,SAHS,10/10/2007,,,,,0,2,,,2
Japan,2007,9111,,TAJ,Sustainable Access for Isolated Rural Communities,CWRD,TJRM,10/23/2007,,,,,0,2,,,2
Japan,2007,9112,,VIE,Thanh Hoa Province Small Scale Infrastructure Investments and Services in Urban and Peri-Urban Areas,SERD,VRM,11/27/2007,,,,,0,2,,,2
Japan,2007,9113,,PNG,Lae Port Livelihood and Social Improvement,PARD,PNRM,12/18/2007,,,,,0,1.5,,,1.5
Japan,2007,9114,,CAM,Building Community Capacity for Poverty Reduction Initiatives,SERD,CARM,12/19/2007,,,,,0,1.5,,,1.5
Japan,2007,9115,,MON,Access to Health Services for Disadvantaged Groups in Ulaanbaatar,EARD,MNRM,12/19/2007,,,,,0,2,,,2
Japan,2008,2409/0110/0146/8233/8239,41657,BAN,Emergency Disaster Damage Rehabilitation (Sector),SARD,BRM,01/31/2008,,,,,0,,60,,60
Japan,2008,2451,40198,VIE,Ho Chi Minh City-Loan Thanh-Dau Giay Expressway Construction,SERD,,09/30/2008,,,,,0,,517.6,,517.6
Japan,2008,2463-2464/0119/0141,37399,BHU,Green Power Development,SARD,SAEN,10/29/2008,,,,,0,1,,,1
Japan,2008,2475,,INO,Infrastructure Reform Sector Development Program - Subprogram 2,SERD,IRM,11/27/2008,,,,,0,,100,,100
Japan,2008,2488,,INO,Fourth Development Policy Support Program,SERD,IRM,12/16/2008,,,,,0,,100,,100
Japan,2008,9116,,SRI,Improvement of Rural Access Roads and Livelihood Development for the Poor,SARD,SLRM,01/21/2008,,,,,0,2,,,2
Japan,2008,9117,,LAO,Alternative Livelihood for Upland Ethnic Groups in Houaphanh Province,SERD,LRM,02/13/2008,,,,,0,1.82,,,1.82
Japan,2008,9118,41602,PHI,Developing Microinsurance Project,SERD,SEPF,02/15/2008,,,,,0,1,,,1
Japan,2008,9119,,VIE,Community-Based Early Childhood Care and Development,SERD,SEHS,02/19/2008,,,,,0,1.9,,,1.9
Japan,2008,9120,,VIE,Livelihood Improvement of Vulnerable Ethnic Minority Communities Affected by the Song Bung 4 Hydropower Project in Quang Nam Province,SERD,SEEN,06/26/2008,,,,,0,2,,,2
Japan,2008,9121,,MON,Community-Based Local Road Upgrading and Maintenance in the Western Region of Mongolia,EARD,EATC,07/10/2008,,,,,0,2,,,2
Japan,2008,9122,,FSM,Weno Water Supply Well Remediation,PARD,PAUS,07/17/2008,,,,,0,0.98,,,0.98
Japan,2008,9123,,VIE,Demand-Driven Skills Training for Poverty Reduction in the Cuu Long (Mekong) River Delta,SERD,SEHS,07/18/2008,,,,,0,1.3,,,1.3
Japan,2008,9124,,MON,Water Point and Extension Station Establishment for Poor Herding Families,EARD,EAER,07/30/2008,,,,,0,2,,,2
Japan,2008,9125,,MON,Poverty Reduction through Community-Based Natural Resource Management,EARD,EAER,08/05/2008,,,,,0,2,,,2
Japan,2008,9126,,TAJ,Community Participatory Flood Management,CWRD,CWER,09/08/2008,,,,,0,3,,,3
Japan,2008,9127,,MON,Energy Conservation and Emissions Reduction from Poor Households,EARD,EAEN,09/23/2008,,,,,0,2,,,2
Japan,2008,9128/0134,,AFG,Development of Mini Hydropower Plants in Badakshan and Bamyan Provinces,CWRD,CWEN,11/28/2008,,,,,0,12,,,12
Japan,2009,2450,40538,PHI,Development Policy Support Program (Subprogram 2),SERD,,05/08/2009,,,,,0,,100,,100
Japan,2009,2507/0142,42001,PHI,Philippine Energy Efficiency,SERD,,01/29/2009,,,,,0,1.5,,,1.5
Japan,2009,2521,43009,INO,Public Expenditure Support Facility Program,SERD,SEFM,06/03/2009,,,,,0,,1500,,1500
Japan,2009,2523,43096,MON,Social Sectors Support Program,EARD,EASS,06/24/2009,,,,,0,,30,,30
Japan,2009,9129,,BAN,Developing Inclusive Insurance Sector,SARD,SAPF,01/27/2009,,,,,0,2,,,2
Japan,2009,9130,,PNG,Extending the Socioeconomic Benefits of an Improved Road Network to Roadside Communities,PARD,PATE,03/02/2009,,,,,0,2,,,2
Japan,2009,9131,,MON,Reducing Persistent Chronic Malnutrition in Children in Mongolia,EARD,EASS,03/16/2009,,,,,0,2,,,2
Japan,2009,9132,,INO,Rice Fortification for the Poor,SERD,IRM,03/20/2009,,,,,0,2,,,2
Japan,2009,9133,,CAM,Piloting the Post-Harvest Technology and Skills Bridging Program for Rural Poor,SERD,CARM,04/20/2009,,,,,0,2,,,2
Japan,2009,9134,,IND,Capacity Building and Livelihood Enhancement of Poor Water Users,SARD,SAER,06/19/2009,,,,,0,2,,,2
Japan,2009,9135/0277/0382/0406,38097-013,NEP,Establishing Women and Children Service Centers,SARD,SAER,07/03/2009,,,,,0,0.75,,,0.75
Japan,2009,9136,,MON,Protecting the Health Status of the Poor During the Financial Crisis,EARD,EASS,07/30/2009,,,,,0,3,,,3
Japan,2009,9137,,LAO,Developing Model Health Villages in Northern Lao People's Democratic Republic,SERD,LRM,08/14/2009,,,,,0,3,,,3
Japan,2009,9138,,MON,"Early Childhood Education for Rural, Nomadic, and Migrant Children",EARD,EASS,08/28/2009,,,,,0,2.89,,,2.89
Japan,2009,9139,,MON,Demonstration Project for Improved Electricity Services to the Low-Income Communities in Rural Areas,EARD,EAEN,09/09/2009,,,,,0,2.4,,,2.4
Japan,2009,9140,,VIE,Formalizing Microfinance Institutions,SERD,SEPF,10/05/2009,,,,,0,1.5,,,1.5
Japan,2009,9141,,NEP,Capacity Building for the Promotion of Legal Identity Among the Poor in Nepal,OGC,OGC,10/12/2009,,,,,0,2,,,2
Japan,2009,9142,,TIM,Our Roads Our Future - Supporting Local Governance and Community-Based Infrastructure Works,PARD,PATE,11/20/2009,,,,,0,3,,,3
Japan,2009,9143,,SRI,Improving Connectivity to Support Livelihoods and Gender Equality,SARD,SLRM,12/14/2009,,,,,0,3,,,3
Japan,2009,9144,,NEP,Flour Fortification in Chakki Mills,SARD,SAER,12/09/2009,,,,,0,1.8,,,1.8
Japan,2010,2545,40538,PHI,Development Policy Support Program (Subprogram 3),SERD,,04/14/2010,,,,,0,,100,,100
Japan,2010,2560,41122,GEO,"Road Corridor Investment Program, Tranche 1",CWRD,CWTC,01/14/2010,,,,,0,,170,,170
Japan,2010,2629/2630/8244,43151,UZB,Talimarjan Power,CWRD,CWEN,04/20/2010,,,,,0,,300,,300
Japan,2010,2697,41121,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People's Republic of China International Transit Corridor] Investment Program - Tranche 3 ,CWRD,,11/15/2010,,,,,0,,68,,68
Japan,2010,2701-2702,35049,BAN,Padma Multipurpose Bridge,SARD,SATC,11/25/2010,,,,,0,,300,,300
Japan,2010,2723,43211,INO,Sixth Development Policy Support Program,SERD,,12/14/2010,,,,,0,,100,,100
Japan,2010,9145,,IND,Supporting Microentrepreneurship for Women's Empowerment,SARD,SAPF,05/25/2010,,,,,0,3,,,3
Japan,2010,9146,,BHU,Farm Roads to Support Poor Farmers' Livelihoods,SARD,SAER,07/14/2010,,,,,0,3,,,3
Japan,2010,9147,,IND,Improving Small Farmers' Access to Market in Bihar and Maharashtra,SARD,SAER,07/30/2010,,,,,0,3,,,3
Japan,2010,9148,,RMI,Improved Energy Supply for Poor Households,PARD,PATE,08/06/2010,,,,,0,1.76,,,1.76
Japan,2010,9149,,BHU,Upgrading Schools and Integrated Disaster Education Project,SARD,SAHS,08/12/2010,,,,,0,3,,,3
Japan,2010,9150,,SRI,Post-Conflict Emergency Assistance for Livelihood Restoration of Resettled Internally Displaced People in the North,SARD,SLRM,08/19/2010,,,,,0,2.5,,,2.5
Japan,2010,9151,,REG,Social Protection of the Vulnerable in the Pacific,PARD,PAUS,09/13/2010,,,,,0,3,,,3
Japan,2010,9152,,MON,Promoting Inclusive Financial Services for the Poor,EARD,EAPF,12/17/2010,,,,,0,2.5,,,2.5
Japan,2011,2453/2454/0253/0254,40517-013,BAN,Public-Private Infrastructure Development Facility,SARD,SAPF,05/17/2011,,,,,0,2,,,2
Japan,2011,2756,42171-013,BAN,Khulna Water Supply,SARD,SAUW,06/14/2011,,,,,0,,184,,184
Japan,2011,2761,42122-013,BAN,Third Primary Education Development,SARD,SAHS,07/05/2011,,,,,0,30,,,30
