Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
2013,8389,REG,Support for a Regional Platform on Innovations in Education and Human Resources Development for Competitiveness towards an Integrated ASEAN Community,R-CDTA,E,C,Education,Bilateral,Single Donor,"1,400.00",JFPR,26-Mar-2013,21-Jun-2013
2013,8391,VIE,Strengthening Microfinance Sector operations and Supervision,CDTA,E,C,Finance,Bilateral,Single Donor,"1,000.00",JFPR,14-May-2013,21-Jun-2013
2013,8392,REG,Provision of Knowledge Products and Services to Developing Member Countries through Systematic Knowledge Sharing,CDTA,E,C,Energy,Bilateral,Single Donor,500.00,PRC-PR Fund,20-Nov-2012,30-May-2013
2013,8394,TAJ,Access to Green Finance,CDTA,E,C,Multisector,Bilateral,Single Donor,750.00,JFPR,18-Sep-2012,25-Jun-2013
2013,8396,REG,Midterm Review of the Republic of Korea e-Asia and Knowledge Partnership Fund,R-CDTA,E,C,Multisector,Bilateral,Single Donor,500.00,EAKPF,05-Jun-2013,04-Jul-2013
2013,8398,MYA,Design of e-Governance Master Plan and Review of Information and Communication Technology Capacity in Academic Institutions,PATA,J,C,Transport and ICT,Bilateral,Single Donor,500.00,EAKPF,,04-Jul-2013
2013,8398,MYA,Design of e-Governance Master Plan and Review of Information and Communication Technology Capacity in Academic Institutions,PATA,J,C,Transport and ICT,Bilateral,Single Donor,500.00,PRC-PR Fund,20-Jun-2013,04-Jul-2013
2013,8400,REG,Promoting Asian Bond Markets through the AsianBondsOnline Website,R-RDTA,E,C,Finance,Bilateral,Single Donor,"1,500.00",ICFF,24-May-2013,08-Jul-2013
2013,8401,AFG,Gas Development Master Plan,PATA,J,C,Energy,Multi-Donor Trust Fund,Multidonor,800.00,AITF,,11-Jul-2013
2013,8407,INO,Planning a Pilot Carbon Capture and Storage Activity,S-CDTA,,C,Energy,Multi-Donor Trust Fund,Multidonor,225.00,CCSF,14-May-2013,18-Jul-2013
2013,8408,REG,Communications Campaign for Prevention of HIV/AIDS,S-CDTA,E,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,225.00,HIV/AIDS Fund,,29-Jul-2013
2013,8412,NEP,South Asia Subregional Economic Cooperation (SASEC) Power System Expansion,PPTA,E,C,Energy,Bilateral,Single Donor,500.00,PRC-PR Fund,,30-Jul-2013
2013,8412,NEP,South Asia Subregional Economic Cooperation (SASEC) Power System Expansion,PPTA,E,C,Energy,Bilateral,Single Donor,"1,000.00",JFPR,,30-Jul-2013
2013,8415,IND,Delhi Water Supply Improvement Investment Program,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,01-Jul-2013,29-Jul-2013
2013,8417,PRC,Gansu Featured Agriculture and Financial Services System Development,PPTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,180.00,MDTF-WFPF,01-Jul-2013,05-Aug-2013
2013,8420,IND,Advanced Project Preparedness for Poverty Reduction—Enhancing Capacities of Executing and Implementing Agencies to Achieve Gender Equality Results (Subproject 29),CDTA,E,PS,Multisector,Bilateral,Single Donor,500.00,UKG,,06-Aug-2013
2013,8421,PRC,Eco-Compensation Mechanism and Policy Framework Study for the Xiangjiang River Watershed of the Chang-Zhu-Tan City Cluster,PATA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,225.00,MDTF-WFPF,01-Jul-2013,05-Aug-2013
2013,8423,PRC,Shandong Groundwater Allocation and Protection,PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,250.00,MDTF-WFPF,01-Jul-2013,09-Aug-2013
2013,8424,PRC,Hubei Enshi Qing River Upstream Environment Rehabilitation,PPTA,,C,Multisector,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,01-Jul-2013,09-Aug-2013
2013,8425,REG,Second Greater Mekong Subregion Corridor Towns Development,R-PPTA,,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,500.00,PRC-PR Fund,,13-Aug-2013
2013,8430,REG,Promoting Regional Knowledge Sharing Partnerships,R-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,600.00,PRC-PR Fund,,16-Aug-2013
2013,8431,PRC,Energy Efficiency Multi-project Financing Program,CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,500.00,CEF-CEFPF,25-Jul-2013,07-Aug-2013
2013,8432,INO,"Improving Water Planning, Management and Development",PATA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,500.00",NET-WFPF,,09-Aug-2013
2013,8433,REG,Technical Training and Capacity Building for Selected Asian Countries on Regional Economic and Financial Monitoring (Phase 2),R-CDTA,,C,Public Sector Management,Bilateral,Single Donor,400.00,PRC-PR Fund,,16-Aug-2013
2013,8433,REG,Technical Training and Capacity Building for Selected Asian Countries on Regional Economic and Financial Monitoring (Phase 2),R-CDTA,,C,Public Sector Management,Special Fund,ADB,500.00,RCIF,,16-Aug-2013
2013,8435,REG,Trade Facilitation in South Asia,R-CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,08-Jul-2013,20-Aug-2013
2013,8436,BAN,Supporting Participation in the South Asia Subregional Economic Cooperation Trade Facilitation Program,CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,08-Jul-2013,20-Aug-2013
2013,8437,BHU,Supporting Participation in the South Asia Subregional Economic Cooperation Trade Facilitation Program,CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,08-Jul-2013,20-Aug-2013
2013,8438,REG,Regional Strategic Response to Malaria and Other Communicable Diseases in Asia and the Pacific,R-PATA,E,PS,Health and Social Protection,Bilateral,Single Donor,211.00,AUS,27-Jun-2013,25-Aug-2013
2013,8439,COO,Renewable Energy,PPTA,E,C,Energy,Bilateral,Single Donor,500.00,JFPR,06-Jun-2013,04-Sep-2013
2013,8441,REG,Development and Dissemination of Climate-Resilient Rice Varieties for Water-Short Areas of South Asia and Southeast Asia,R-RDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,620.00,Second Finnish Technical Assistance Grant Fund,,05-Sep-2013
2013,8441,REG,Development and Dissemination of Climate-Resilient Rice Varieties for Water-Short Areas of South Asia and Southeast Asia,R-RDTA,,C,Agriculture and Natural Resources,Special Fund,ADB,750.00,CCF,,05-Sep-2013
2013,8442,NEP,Supporting Participation in the South Asia Subregional Economic Cooperation Trade Facilitation Program,CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,08-Jul-2013,02-Sep-2013
2013,8445,PRC,Policy and Management System Development for Rural Environmental Protection,PATA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,100.00,MDTF-WFPF,27-Aug-2013,11-Sep-2013
2013,8446,REG,Sustainable Energy Training Program,R-CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,225.00,CEF-CEFPF,,12-Sep-2013
2013,8451,PRC,Jiangxi Pingxiang Integrated Rural-Urban Infrastructure Development,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,240.00,MDTF-WFPF,27-Aug-2013,18-Sep-2013
2013,8453,SRI,Trincomalee Integrated Urban Development,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,,20-Sep-2013
2013,8455,IND,Concentrated Solar Power,PPTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CEF-CEFPF,16-Sep-2013,24-Sep-2013
2013,8456,MYA,Transformation of Urban Management,CDTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"2,000.00",JFPR,26-Mar-2013,20-Sep-2013
2013,8457,PRC,Wastewater Treatment and Reuse,CDTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,250.00,MDTF-WFPF,,20-Sep-2013
2013,8457,PRC,Wastewater Treatment and Reuse,CDTA,J,C,Water and Other Municipal Infrastructure and Services,Special Fund,ADB,250.00,CCF,,20-Sep-2013
2013,8458,REG,Mitigation of Hazardous Waste Contamination in Urban Areas: Supporting Inclusive Growth,R-CDTA,E,C,Multisector,Bilateral,Single Donor,"1,500.00",JFPR,01-Aug-2013,17-Sep-2013
2013,8460,INO,Indonesia Irrigation Sector,PPTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"1,500.00",NET,18-Sep-2013,12-Sep-2013
2013,8466,MON,Strengthening the Health Insurance System,CDTA,E,C,Health and Social Protection,Bilateral,Single Donor,"1,500.00",JFPR,01-Aug-2013,25-Sep-2013
2013,8467,MON,Ulaanbaatar Urban Planning Improvement,CDTA,E,C,Multisector,Bilateral,Single Donor,"1,500.00",JFPR,23-May-2013,01-Oct-2013
2013,8468,IND,Capacity Building for Supporting Human Capital Development in Meghalaya,CDTA,E,C,Education,Bilateral,Single Donor,"2,000.00",JFPR,22-Nov-2012,27-Sep-2013
2013,8469,MYA,Enhancing the Power Sector's Legal and Regulatory Framework,PATA,E,PS,Energy,Bilateral,Single Donor,850.00,NOR,28-Nov-2012,01-Oct-2013
2013,8472,MYA,Mandalay City Urban Services Improvement,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,500.00,FRA-AFD GMS Fund,,03-Oct-2013
2013,8472,MYA,Mandalay City Urban Services Improvement,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,,03-Oct-2013
2013,8478,KIR,Enhancing Economic Competitiveness through State-Owned Enterprise Reform,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,800.00,JFPR,27-Aug-2013,08-Oct-2013
2013,8479,PRC,Restoration of Wetlands in Dalai Lake Nature Reserve of Inner Mongolia,CDTA,E,C,Transport and ICT,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,27-Feb-2013,08-Oct-2013
2013,8483,REG,Asia Energy Efficiency Accelerator,R-CDTA,J,C,Energy,Bilateral,Single Donor,500.00,EAKPF,05-Jun-2013,10-Oct-2013
2013,8483,REG,Asia Energy Efficiency Accelerator,R-CDTA,J,C,Energy,Multi-Donor Trust Fund,Multidonor,"2,000.00",CEF-CEFPF,10-Apr-2013,10-Oct-2013
2013,8484,INO,Sustainable Infrastructure Assistance Program — Technical Assistance Cluster Management Facility (Subproject 1),CDTA,J,PS,Multisector,Bilateral,Single Donor,"2,500.00",AUS,11-Jun-2013,11-Oct-2013
2013,8485,REG,Strengthening Regional Response to Malaria and Other Communicable Diseases in Asia and the Pacific,CDTA,E,PS,Health and Social Protection,Bilateral,Single Donor,"1,500.00",AUS,27-Jun-2013,21-Oct-2013
2013,8486,IND,Rajasthan Renewable Energy Capacity Development and Implementation Support,CDTA,E,PS,Energy,Global Fund,Multidonor,"2,000.00",CTF,,22-Oct-2013
2013,8487,SOL,Information and Communication Technology for Better Education Services,CDTA,E,C,Education,Bilateral,Single Donor,500.00,EAKPF,,21-Oct-2013
2013,8491,PRC,Strengthening Urban Flood Management in Huainan Municipality,PATA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,,25-Oct-2013
2013,8493,PHI,Climate Resilience and Green Growth in Critical Watersheds,CDTA,E,C,Multisector,Bilateral,Single Donor,"1,750.00",JFPR,01-Feb-2013,25-Oct-2013
2013,8499,REG,Tianjin Integrated Gasification Combined Cycle Power Plant - Additional Financing,R-PPTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,800.00,CCSF,24-Jul-2013,31-Oct-2013
2013,8500,NEP,Institutional and Legal Support for Improved Water Management Systems in Nepal and Formation of the Bagmati River Basin Organization,PATA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,27-Aug-2013,31-Oct-2013
2013,8501,REG,Capacity Development for the Supply Chain Finance Program,R-CDTA,J,C,Industry and Trade,Multi-Donor Trust Fund,Multidonor,300.00,FSDPF,,11-Nov-2013
2013,8501,REG,Capacity Development for the Supply Chain Finance Program,R-CDTA,J,C,Industry and Trade,Special Fund,ADB,500.00,RCIF,,11-Nov-2013
2013,8503,REG,Partnership for Innovation in Education in Asia and the Pacific,R-PATA,J,PS,Education,Bilateral,Single Donor,"1,300.00",FIN,,11-Nov-2013
2013,8506,INO,Sustainable Infrastructure Assistance Program — Scaling up Hydropower Development (Subproject 3),PPTA,E,PS,Energy,Bilateral,Single Donor,"2,000.00",AUS,24-Apr-2013,13-Nov-2013
2013,8508,INO,Sustainable Infrastructure Assistance Program — IKK Water Supply Sector (Subproject 2),PPTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,715.00,AUS,24-Apr-2013,06-Nov-2013
2013,8510,REG,Developing Local Currency Bonds for Infrastructure Finance in ASEAN+3,R-RDTA,E,C,Finance,Bilateral,Single Donor,225.00,PRC-PR Fund,13-Nov-2013,21-Nov-2013
2013,8517,REG,Implementing the Pacific Regional Audit Initiative (Phase 2),R-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,300.00",JFPR,27-Aug-2013,25-Nov-2013
2013,8518,INO,Sustainable Infrastructure Assistance Program — Green Cities - A Sustainable Urban Future in Indonesia (Subproject 4),CDTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"1,000.00",AUS,,26-Nov-2013
2013,8520,REG,Asia Pacific Public Electronic Procurement Network,R-CDTA,J,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,,02-Dec-2013
2013,8525,MLD,Enhancing Tax Administration Capacity,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,850.00,JFPR,,04-Dec-2013
2013,8526,FIJ,Urban Development Planning and Institutional Capacity Building,CDTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,350.00,MDTF-WFPF,25-Oct-2013,04-Dec-2013
2013,8530,INO,"Sustainable Infrastructure Assistance Program — Strengthening Community Participation in Project Design, Implementation, and Monitoring in Regional Roads Development Projects (Subproject 5)",CDTA,E,PS,Transport and ICT,Bilateral,Single Donor,"1,000.00",AUS,,06-Dec-2013
2013,8539,REG,Mekong Business Initiative (MBI) Preparation,R-PATA,E,PS,Public Sector Management,Bilateral,Single Donor,225.00,AUS,24-Oct-2013,06-Dec-2013
2013,8541,PRC,Strengthening Capacity for Wetland Protection for Sanjiang Plain,CDTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,300.00,MDTF-WFPF,25-Oct-2013,05-Dec-2013
2013,8543,IND,Advanced Project Preparedness for Poverty Reduction—Project Preparation and Implementation Support for Uttarakhand Emergency Assistance (Subproject 30),PPTA,E,PS,Transport and ICT,Bilateral,Single Donor,"2,000.00",UKG,,09-Dec-2013
2013,8546,TAJ,Strengthening Private Sector Participation in Technical and Vocational Education and Training,PPTA,E,C,Education,Bilateral,Single Donor,700.00,JFPR,,10-Dec-2013
2013,8549,REG,Implementing the Greater Mekong Subregion Human Resource Development Strategic Framework and Action Plan (Phase 2),R-PATA,J,C,Multisector,Bilateral,Single Donor,500.00,PRC-PR Fund,,09-Dec-2013
2013,8549,REG,Implementing the Greater Mekong Subregion Human Resource Development Strategic Framework and Action Plan (Phase 2),R-PATA,J,C,Multisector,Special Fund,ADB,500.00,RCIF,,09-Dec-2013
2013,8550,REG,Inclusive Business Support,R-CDTA,J,PS,Multisector,Bilateral,Single Donor,"3,100.00",SWE,,10-Dec-2013
2013,8550,REG,Inclusive Business Support,R-CDTA,J,PS,Multisector,Private Sector,Multidonor,100.00,Credit Suisse AG,,10-Dec-2013
2013,8554,PRC,Establishing a Regional Knowledge Hub on Green Growth and Eco-Compensation,CDTA,E,C,Multisector,Multi-Donor Trust Fund,Multidonor,300.00,MDTF-WFPF,,12-Dec-2013
2013,8556,REG,Supporting the Cities Development Initiative for Asia,CDTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,"5,000.00",UFPF-UCCRTF,,06-Dec-2013
2013,8556,REG,Supporting the Cities Development Initiative for Asia,CDTA,J,PS,Multisector,Bilateral,Single Donor,"2,000.00",AUT,,06-Dec-2013
2013,8556,REG,Supporting the Cities Development Initiative for Asia,CDTA,J,PS,Multisector,Bilateral,Single Donor,"7,084.00",SWE,,06-Dec-2013
2013,8557,TAJ,Investment Climate Reforms,PATA,E,C,Multisector,Bilateral,Single Donor,"1,000.00",JFPR,,13-Dec-2013
2013,8560,MON,Tuul River Improvement,PPTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,000.00",JFPR,,13-Dec-2013
2013,8566,REG,Mainstreaming Integrated Solid Waste Management in Asia,R-CDTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,600.00,UFPF-UEIF,,09-Dec-2013
2013,8568,REG,South Asia Urban Knowledge Hub,R-CDTA,J,C,Water and Other Municipal Infrastructure and Services,Private Sector,Single Donor,500.00,WFPF-SFPTF,26-Nov-2013,13-Dec-2013
2013,8570,REG,Support to Community-Based Disaster Risk Management in Southeast Asia,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",IDRMF,,09-Dec-2013
2013,8584,REG,Coordinated Border Management for Results in Central Asia Regional Economic Cooperation,R-CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,250.00",JFPR,,16-Dec-2013
2013,8585,REG,Aligning Customs Trade Facilitation Measures with Best Practices in Central Asia Regional Economic Cooperation,R-CDTA,E,C,Industry and Trade,Bilateral,Single Donor,"1,250.00",JFPR,,16-Dec-2013
2013,8586,REG,Facilitation of Regional Transit Trade in Central Asia Regional Economic Cooperation,R-PATA,E,C,Industry and Trade,Bilateral,Single Donor,"1,500.00",JFPR,,16-Dec-2013
2013,8589,REG,Supporting the Operationalization of Community-Driven Development in Developing Member Countries,R-CDTA,J,C,Multisector,Bilateral,Single Donor,500.00,EAKPF,,16-Dec-2013
2013,8590,PHI,Enhancing Capacities for the KALAHI–CIDSS National Community-Driven Development,CDTA,E,C,Multisector,Bilateral,Single Donor,"1,500.00",JFPR,,18-Dec-2013
2013,8592,VIE,Improving Payment for Forest Ecosystem Service Implementation,CDTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,500.00",JFPR,,16-Dec-2013
2013,8601,REG,Women-Led Sanitation: Driving Change through ADB–CSO Partnerships,R-RDTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,225.00,MDTF-WFPF,,20-Dec-2013
2013,8605,TAJ,Capacity Building for Rural Financial Inclusion,CDTA,J,C,Finance,Multi-Donor Trust Fund,Multidonor,200.00,FSDPF,,24-Dec-2013
2013,8612,REG,The Asia Leadership Program: Building Communities of Leaders through Regional Knowledge Sharing,R-CDTA,J,C,Multisector,Bilateral,Single Donor,500.00,EAKPF,,13-Dec-2013
2014,6321,REG,Fighting HIV/AIDS in Asia and the Pacific (5th Supplementary),R-CDTA,J,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,180.00,HIV/AIDS Fund,,16-May-2014
2014,6321,REG,Fighting HIV/AIDS in Asia and the Pacific (5th Supplementary),R-CDTA,J,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,670.00,HIV/AIDS Fund,,02-Apr-2014
2014,6337,REG,Development Partnership Program for South Asia (Supplementary),R-CDTA,J,C,Public Sector Management,Bilateral,Single Donor,453.00,AUS-ADB South Asia Development Partnership Facility,27-Mar-2014,10-Apr-2014
2014,6467,REG,HIV Prevention and Infrastructure: Mitigating Risk in the GMS (2nd Supplementary),R-CDTA,J,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,100.00,HIV/AIDS Fund,24-Jun-2014,26-Jun-2014
2014,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (Supplementary),R-CDTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,"1,500.00",MDTF-WFPF,02-Dec-2013,25-Apr-2014
2014,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (Supplementary),R-CDTA,E,C,Agriculture and Natural Resources,Private Sector,Single Donor,"2,000.00",WFPF-SFPTF,02-Dec-2013,25-Apr-2014
2014,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (Supplementary),R-CDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,"10,000.00",NET-WFPF,02-Dec-2013,25-Apr-2014
2014,7563,REG,Promoting Gender-Inclusive Growth in Central and West Asia Developing Member Countries (Supplementary),R-CDTA,J,PS,Public Sector Management,Bilateral,Single Donor,22.40,Australia,17-Jan-2014,19-Feb-2014
2014,7793,INO,Institutional Capacity Building of Indonesia Eximbank (Supplementary),CDTA,J,C,Finance,Bilateral,Single Donor,225.00,CEFPF-CCFPSA,30-May-2014,17-Jul-2014
2014,7805,REG,Strengthening Support for the Asia-Pacific Economic Cooperation Financial Regulators Training Initiative (supplementary),R-CDTA,J,C,Finance,Special Fund,ADB,220.00,FSDPSF,10-Jan-2014,13-Jan-2014
2014,7929,REG,Addressing Disaster Risk through Improved Indicators and Land Use Management,R-RDTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,100.00,UFPF-UEIF,25-Aug-2014,05-Sep-2014
2014,7987,REG,"Core Environment Program and Biodiversity Conservation Corridors Initiative in the Greater Mekong Subregion, Phase 2 (3rd Supplementary)",R-CDTA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,458.71,GEF,02-May-2014,17-Oct-2014
2014,7987,REG,"Core Environment Program and Biodiversity Conservation Corridors Initiative in the Greater Mekong Subregion, Phase 2 (3rd Supplementary)",R-CDTA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,458.72,GEF-SCCF,02-May-2014,17-Oct-2014
2014,7991,ARM,Solid Waste Management Improvement Investment Program,PPTA,J,C,Water and Other Urban Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,50.00,UFPF-UEIF,19-Jun-2014,26-Sep-2014
2014,8007,IND,Advanced Project Preparedness for Poverty Reduction - West Bengal North South Road Corridor (Subproject 18) (Supplementary),PPTA,E,PS,Transport and ICT,Bilateral,Single Donor,100.00,United Kingdom,27-May-2014,05-Jun-2014
2014,8043,IND,Advanced Project Preparedness for Poverty Reduction - Rajasthan Urban Development Program (Subproject 22) (2nd Supplementary),PPTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,50.00,United Kingdom,23-Jun-2014,26-Jun-2014
2014,8043,IND,Advanced Project Preparedness for Poverty Reduction - Rajasthan Urban Development Program (Subproject 22) (Supplementary),PPTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,50.00,United Kingdom,,16-Apr-2014
2014,8085,BAN,Support for the Third Primary Education Development Project (3rd Supplementary),CDTA,J,PS,Education,Bilateral,Single Donor,100.00,Sweden,19-Jun-2014,01-Sep-2014
2014,8116,IND,Advanced Project Preparedness for Poverty Reduction - Detailed Design for the SASEC Subregional Road Connectivity (Subproject 25) (3rd Supplementary),PPTA,J,PS,Transport and ICT,Bilateral,Single Donor,200.00,United Kingdom,25-Sep-2014,10-Oct-2014
2014,8152,AZE,Baku Sustainable Urban Transport Investment Program,PPTA,E,C,Transport,Multi-Donor Trust Fund,Multidonor,120.00,UFPF-UEIF,25-Aug-2014,24-Oct-2014
2014,8163,REG,Implementing the Greater Mekong Subregion Core Agriculture Support Program (Phase 2) (2nd Supplementary),R-PATA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,"1,000.00",MDTF-WFPF,27-Aug-2013,19-May-2014
2014,8189,REG,Implementation of Sustainable Transport in Asia and the Pacific - New Approaches to Implement Sustainable Low Carbon Transport in Asia and the Pacific Region (Subproject 5) (Supplementary),R-CDTA,J,PS,Transport,Global Fund,Multidonor,185.00,GEF,27-Nov-2014,17-Dec-2014
2014,8223,REG,Supporting the Use of Carbon Financing to Promote Green Growth in Asia and the Pacific (Supplementary),R-CDTA,J,C,Multisector,Bilateral,Single Donor,26.00,Swiss Cooperation Fund for Consulting Services,,04-Dec-2014
2014,8223,REG,Supporting the Use of Carbon Financing to Promote Green Growth in Asia and the Pacific (Supplementary),R-CDTA,J,C,Multisector,Bilateral,Single Donor,115.00,Spain,,04-Dec-2014
2014,8223,REG,Supporting the Use of Carbon Financing to Promote Green Growth in Asia and the Pacific (Supplementary),R-CDTA,J,C,Multisector,Bilateral,Single Donor,443.00,EAKPF,,04-Dec-2014
2014,8257,REG,Results-Based Strategy and Sector Planning in the Pacific (Supplementary),R-CDTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,01-Jul-2013,14-Aug-2014
2014,8260,UZB,E-Government for Effective Public Management (Supplementary),PATA,J,C,Public Sector Management,Bilateral,Single Donor,400.00,EAKPF,12-Dec-2012,20-Aug-2014
2014,8306,RMI,Ebeye Water Supply and Sanitation (Supplementary),PPTA,J,PS,Multisector,Bilateral,Single Donor,371.84,Australia,11-Jun-2014,21-Aug-2014
2014,8339,BAN,Third Urban Governance and Infrastructure Improvement (Sector) (Supplementary),PPTA,E,C,Water and Other Municipal Infrastructure and Services,Private Sector,Single Donor,560.00,WFPF-SFPTF,18-Jun-2014,17-Jul-2014
2014,8381,PRC,Gansu Baiyin Urban Development II,PPTA,E,C,Multisector,Multi-Donor Trust Fund,Multidonor,120.00,MDTF-WFPF,25-Oct-2013,25-Apr-2014
2014,8408,REG,Communications Campaign for Prevention of HIV/AIDS (Supplementary),S-CDTA,,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,25.00,HIV/AIDS Fund,20-Dec-2013,24-Jan-2014
2014,8420,IND,Advanced Project Preparedness for Poverty Reduction—Enhancing Capacities of Executing and Implementing Agencies to Achieve Gender Equality Results (Subproject 29) (Supplementary),CDTA,E,PS,Multisector,Bilateral,Single Donor,100.00,United Kingdom,,07-Nov-2014
2014,8425,REG,Second Greater Mekong Subregion Corridor Towns Development (Supplementary),R-PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,385.00,IDRMF,,15-May-2014
2014,8483,REG,Asia Energy Efficiency Accelerator (Supplementary),R-CDTA,J,PS,Energy,Bilateral,Single Donor,200.00,KEMCO,15-Dec-2014,22-Dec-2014
2014,8483,REG,Asia Energy Efficiency Accelerator (Supplementary),R-CDTA,J,PS,Energy,Bilateral,Single Donor,200.00,United Kingdom,01-Dec-2014,22-Dec-2014
2014,8485,REG,Strengthening Regional Response to Malaria and Other Communicable Diseases in Asia and the Pacific (2nd Supplementary),CDTA,J,PS,Health and Social Protection,Bilateral,Single Donor,635.54,Australia,,17-Dec-2014
2014,8485,REG,Strengthening Regional Response to Malaria and Other Communicable Diseases in Asia and the Pacific (2nd Supplementary),CDTA,J,PS,Health and Social Protection,Private Sector,Single Donor,"1,077.83",Bill and Melinda Gates Foundation,,17-Dec-2014
2014,8485,REG,Strengthening Regional Response to Malaria and Other Communicable Diseases in Asia and the Pacific (Supplementary),CDTA,J,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,750.00,HFPF-RMTF,,09-May-2014
2014,8518,INO,Sustainable Infrastructure Assistance Program — Green Cities - A Sustainable Urban Future in Indonesia (Subproject 4) (Supplementary),CDTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,115.00,Australia,02-Jul-2014,11-Aug-2014
2014,8581,REG,Strengthening Public Sector Management in the North Pacific,R-PATA,J,PS,Public Sector Management,Bilateral,Single Donor,562.00,Australia,29-May-2014,02-Jun-2014
2014,8620,REG,Economic Analysis for Gender and Development,R-RDTA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,26-Dec-2013,14-Feb-2014
