,type,approval number,country,year,title,status
695,TA,4863,BAN,2006,SECOND URBAN GOVERNANCE AND INFRASTRUCTURE IMPROVMENT (SECTOR) PROJECT,FIN COMPL
696,TA,4873,PRC,2006,LOGISTICS DEVELOPMENT & CAPACITY BUILDING IN XUAR,FIN COMPL
697,TA,4883,RMI,2006,BUILDING CAPACITY FOR INDEPENDENT CPS & CPA RESULTS MGT-A PACIFIC PILT,FIN COMPL
698,TA,4887,IND,2006,CAPACITY BUILDING FOR RURAL COOPERATIVE CREDIT STRUCTURE REFORM,FIN COMPL
699,TA,4892,CAM,2006,CAPACITY DEVELOPMENT OF FEMALE COMMUNE COUNCIL NETWORKS,FIN COMPL
700,TA,4893,NEP,2006,"KATHMANDU VALLEY WATER DISTRIBUTION, SEWERAGE AND URBAN DEVELOPMENT PJ",FIN COMPL
701,TA,4896,IND,2006,NORTH EASTERN INTEGRATED FLOOD AND RIVERBANK EROSION MANAGEMENT PJT,FIN COMPL
702,TA,4897,AFG,2006,SUPPORT TO THE AFGHANISTAN NATIONAL DEVELOPMENT STRATEGY,FIN COMPL
703,TA,4902,TUV,2006,CAPACITY BUILDING FOR TAXATION REFORMS,FIN COMPL
704,TA,4903,VIE,2006,VIET NAM WATER SECTOR REVIEW,FIN COMPL
705,TA,4907,LAO,2006,SECTOR-WIDE APPROACH IN EDUCATION SECTOR DEVELOPMENT,FIN COMPL
706,TA,4910,MON,2006,STRENGTHENING THE PENSION SYSTEM,FIN COMPL
707,TA,4911,VIE,2006,STATE-OWNED ENTERPRISE REFORM & CORPORATE GOVERNANCE FACILITATION PJT,FIN COMPL
708,TA,4922,PAK,2007,SUPPORT TO GOVERNANCE REFORMS,FIN COMPL
709,TA,4933,PRC,2007,FACILITY FOR POLICY REFORM AND POVERTY REDUCTION,FIN COMPL
710,TA,4935,PRC,2007,GANSU RURAL CLEAN ENERGY DEVELOPMENT PROJECT,FIN COMPL
711,TA,4939,PRC,2007,PREPARING THE INTEGRATED RENEWABLE BIOMASS ENERGY DEVT PROJECT,FIN COMPL
712,TA,4940,KGZ,2007,BUSINESS PROCESS REENGG & CHANGE MGMNT FOR TAX ADMIN MODERNIZATION,FIN COMPL
713,TA,4942,TIM,2007,INFRASTRUCTURE PROJECT MANAGEMENT,ACTIVE
714,TA,4943,PAK,2007,CAP.BLDG FOR INSTITUTIONS RELATED TO EARHTQUAKE RECONSTRUCTION&REHAB,FIN COMPL
715,TA,4964,AFG,2007,SUPPORT FOR ECONOMIC POLICY MANAGEMENT,ACTIVE
716,TA,4966,VIE,2007,CAPACITY BUILDING ON ENVIRONMENTAL MANAGEMENT TO THE POWER SECTOR,FIN COMPL
717,TA,4971,PRC,2007,SONGHUA RIVER BASIN WATER POLLUTION CONTROL AND MANAGEMENT PROJECT,FIN COMPL
718,TA,4972,NEP,2007,"IMPRVED WATER QLTY,SANITATN,&SERV DELVRY IN EMRGING TWNS SECT DEV PROG",FIN COMPL
719,TA,4976,VIE,2007,PREPARING THE THANH HOA CITY COMPREHENSIVE SOCIOECONOMIC DEVT PROJECT,FIN COMPL
720,TA,4978,TAJ,2007,IMPLEMENTATION SUPPORT FOR THE PRIVATE SECTOR DEVT STRATEGY IN TAJ,FIN COMPL
721,TA,4983,BAN,2007,SUPPORTING THE GOOD GOVERNANCE PROGRAM,FIN COMPL
722,TA,4985,NEP,2007,PREPARING THE WEST SETI HYDROELECTRIC PROJECT,FIN COMPL
723,TA,4989,IND,2007,DEPLOYING INNOVATIVE INFO&COMM TECH FOR SPPRTING E-GOVERNANCEIN ASSAM,FIN COMPL
724,TA,4994,SAM,2007,IMPLEMENTING THE SAMOA NATIONAL ENERGY POLICY (COMPONENT 3),FIN COMPL
725,TA,4999,CAM,2007,FINANCIAL SECTOR PROGRAM II IMPLEMENTATION,FIN COMPL
726,TA,5253,REG,1987,REGIONAL TRAINING PROGRAM IN VEGETABLE PRODUCTION & RESEARCH,FIN COMPL
727,TA,5284,REG,1988,RESEARCH ON MGT. OF SLOPING LANDS FOR SUSTAINABLE AGRICULTURE,FIN COMPL
728,TA,5288,REG,1988,PREPARATION OF WOMEN IN DEVELOPMENT,FIN COMPL
729,TA,5311,REG,1988,STUDY ON DOMESTIC SHALLOW WELL WATER SUPPLIES-UNDP FINANCED,FIN COMPL
730,TA,5339,REG,1989,ECO POL FOR SUSTNBLE DEV-IMPLMNTG THE BRUNTLAND COMM RECOM IN SEL DMC,FIN COMPL
731,TA,5354,REG,1989,PRIORITY ISSUES&POLICY MEASURES TO ALLEVIATE RURAL POVERTY(ADB/NORAD),FIN COMPL
732,TA,5367,REG,1990,SOUTHERN THAI-LAO MEKONG RIVER BRIDGE PROJECT(FRENCH T.A. GRANT),FIN COMPL
733,TA,5392,REG,1990,SEMINAR ON FINANCIAL INFORMATION FOR PROJECT MANAGERS,FIN COMPL
734,TA,5395,REG,1990,ASIAN ECONOMIC OUTLOOK-PROJECT LINK CONFERENCE,FIN COMPL
735,TA,5402,REG,1990,RGL TRAINING PROGRAM IN VEGETABLE PRODUCTION AND RESEARCH (PHASE III),FIN COMPL
736,TA,5404,REG,1990,SOCIO-ECO. INDICATORS TO REFLECT THE PARTICIPATION OF WOMEN IN DEV.,FIN COMPL
737,TA,5409,REG,1990,FORESTRY RES. SUPPORT PROG. FOR THE ASIA-PACIFIC REGION,FIN COMPL
738,TA,5463,REG,1991,REGIONAL STUDY ON GLOBAL ENVIRON'TAL ISSUES(JSF/NORWAY/AUSTRALIA/JAPAN,FIN COMPL
739,TA,5479,REG,1992,CRITICAL ISSUES AND POLICY MEASURES TO ADDRESS URBAN POVERTY(BANK/NETH,FIN COMPL
740,TA,5535,REG,1993,"PROMOTING SUBREG'L COOP'N AMONG CAM,PRC,LAO,MYA,THA&VIE(BANK/JSF/SWEDE",FIN COMPL
741,TA,5542,REG,1993,REGIONAL STUDY OF ENVIRONMENTAL INDICATORS AND INDEXES(ADB/NORWAY),FIN COMPL
742,TA,5544,REG,1993,DEV'T OF COMPUTERIZED ENVIRON'L IMPACT ASSESSMENT SYSTEMS(ADB/NORWAY),FIN COMPL
743,TA,5552,REG,1993,COASTAL & MARINE ENV'TAL MGT. IN SOUTH CHINA SEA(BANK/SWEDEN),FIN COMPL
744,TA,5564,REG,1993,REGIONAL INITIATIVES ON SOCIAL DEVELOPMENT AND WID,FIN COMPL
745,TA,5586,REG,1994,STUDY OF THE LAO-THAILAND-VIET NAM EAST-WEST TRANSPORT CORRIDOR(FRANCE,FIN COMPL
746,TA,5591,REG,1994,STUDY OF THE STAT OF FOR'TRY & FOREST IND. IN ASIAN & PAC REG(ADB/FIN),FIN COMPL
747,TA,5592,REG,1994,A STY OF A LEAST-COST GRNHOUSE GAS ABATEMENT STRA'GY FOR ASIA(BANK/GEF,FIN COMPL
748,TA,5595,REG,1994,"REG'L COMMUNITY FORESTRY TRNG CENTER IN KASETSART UNIV, (ADB/SWISS)",FIN COMPL
749,TA,5637,REG,1995,REG FORUM ON INDIGENOUS PEOPLES POL FORDEV ASSIS IN ASIA(BANK/WB/DUTCH,FIN COMPL
750,TA,5643,REG,1995,SUBREG'L ELECTRIC POWER FORUM-GREATER MEKONG SUBREG (NORWAY),FIN COMPL
751,TA,5645,REG,1995,MEETING OF TELECOM.OFFICIALS-GREATER MEKONG SUBREGION (AUSTRALIA),FIN COMPL
752,TA,5684,REG,1996,SUBREG ENVTL TRNG & INSTL STRNG-GRTR MEKONG SUBREG (JSF/FIN/NORWAY),FIN COMPL
753,TA,5697,REG,1996,SE KONG-SE SAN & NAM THEUN RIVER BASINS HYDROPWR DEVT STUDY (TASF/FRA),FIN COMPL
754,TA,5702,REG,1996,ACID RAIN EMISSION REDUCTION FOR ASIA-PHASE II (JSF/DENMARK),FIN COMPL
755,TA,5712,REG,1996,"COASTAL & MARINE ENVT'L MGMT IN THE SOUTH CHINA SEA, PHASE II (SWEDEN)",FIN COMPL
756,TA,5738,REG,1997,EAST LOOP TELECOMS PROJECT IN THE GREATER MEKONG SUBREGION_(FRANCE),FIN COMPL
757,TA,5740,REG,1997,EXTERNAL EVALUATION OF RETA 5592:  ALGAS PROJECT (NORWAY),FIN COMPL
758,TA,5741,REG,1997,THIRD MEETING OF THE SUBREGIONAL TELECOMMUNICATIONS FORUM (AUSTRALIA),FIN COMPL
759,TA,5751,REG,1997,COOP. IN THE PREVENTION & CONTROL OF HIV/AIDS IN THE GREATER MEKONG,FIN COMPL
760,TA,5764,REG,1997,ENHANCING MUNICIPAL SERVICE DELIVERY CAPABILITY IN SELECTED DMCS,FIN COMPL
761,TA,5783,REG,1998,STRATEGIC ENVIRONMENTAL FRAMEWORK FOR THE GREATER MEKONG SUBREGION JSF,FIN COMPL
762,TA,5786,REG,1998,REGIONAL WORKSHOPS ON INVOLUNTARY RESETTLEMENT (CO-FINANCED BY WB-EDI),FIN COMPL
763,TA,5794,REG,1998,STUDY OF THE HEALTH AND EDUCATION NEEDS OF ETHNIC MINORITIES IN GMS,FIN COMPL
764,TA,5798,REG,1998,CONSULTATIONS ON STRATEGIES FOR REDUCING POVERTY (TASF/DENMARK),FIN COMPL
765,TA,5822,REG,1998,PROTECTION & MGT OF CRITICAL WETLANDS IN LOWER MEKONG BASIN (JSF/FIN),FIN COMPL
766,TA,5831,REG,1999,CAPACITY BUILDING FOR WATER RESOURCES MGT IN SOUTHEAST ASIA (SIDA),FIN COMPL
767,TA,5835,REG,1999,ENHANCING GENDER AND DEVELOPMENT CAPACITY IN DMCS (GOVT OF DENMARK),FIN COMPL
768,TA,5848,REG,1999,ESTABLISHMENT OF THE ASIA RECOVERY INFORMATION CENTER (AUSTRALIA),FIN COMPL
769,TA,5853,REG,1999,FINANCIAL SECTOR STUDY IN SELECTED PACIFIC DEVELOPING MEMBER COUNTRIES,FIN COMPL
770,TA,5855,REG,1999,SURVEYS ON COURT CONGESTION AND ACCESS TO JUSTICE (CO-FIN NETHERLANDS),CANCELLED
771,TA,5856,REG,1999,LEGAL LITERACY FOR SUPPORTING GOVERNANCE (GOVT OF NETHERLANDS),FIN COMPL
772,TA,5864,REG,1999,WORKSHOP ON CORPORATE GOVERNANCE AND FINANCING IN SELECTED DMC,FIN COMPL
773,TA,5867,REG,1999,WATER RESOURCES MANAGEMENT IN SOUTHEAST ASIA (PHASE 2) NETHERLANDS,FIN COMPL
774,TA,5870,REG,1999,CAP BLDG FOR THE ASEAN SURVEILLANCE COORD UNIT-COFIN GOV OF AUSTRALIA,FIN COMPL
775,TA,5876,REG,1999,ORG & MGMNT OF GOV LEGAL SERVICES (COFIN BY GOV OF JAP AND THE NETH),FIN COMPL
776,TA,5878,REG,1999,REGIONAL COOP FOR SUSTAINABLE MOUNTAIN DEVT IN CENTRAL ASIA (SWI),FIN COMPL
777,TA,5884,REG,1999,A SURVEY OF NONGOVT ORG CAPACITY BLDG NEEDS IN PACIFIC DMCS,FIN COMPL
778,TA,5887,REG,1999,IMPROVING THE ROLE OF LABOR STANDARDS IN SELECTED DMCS (NORWAY),FIN COMPL
779,TA,5899,REG,1999,"SUB-REG ENVIRONMENTAL MONITORING AND INFO SYSTEM (PHASE II) JSF,NORWAY",FIN COMPL
780,TA,5920,REG,2000,REGL INDICATIVE MASTER PLAN ON POWER INTERCONNECTION IN THE GMS (NORW),FIN COMPL
781,TA,5934,REG,2000,REGL ENVIRONMENTAL ACTION PLAN IN CENTRAL ASIA,FIN COMPL
782,TA,5941,REG,2000,COMBATING DISERTIFICATION IN ASIA,FIN COMPL
783,TA,5944,REG,2000,REGL INTIATVES TO ELIM MICRNUTRIENT MALNUTRITION IN ASIA (JSF/DANIDA),FIN COMPL
784,TA,5945,REG,2000,FIFTH AGRICULTURE AND NATURAL RESOURCES RESEARCH AT CGIAR CENTERS,FIN COMPL
785,TA,5956,REG,2000,IDENTIFYING DISABILITY ISSUES RELATED TO POVERTY REDUCTION,FIN COMPL
786,TA,5972,REG,2001,"PROMOTION OF RENEWABLE ENERGY,ENERGY EFFICIENCY,& GREENHOUSE ABATEMENT",FIN COMPL
787,TA,5981,REG,2001,"ASIA RECOVERY INFORMATION CENTER, PHASE II (AUSTRALIA)",FIN COMPL
788,TA,5987,REG,2001,JUDICIAL INDEPENDENCE (COFINANCED BY GOVT OF NETHERLANDS),FIN COMPL
789,TA,6001,REG,2001,REGIONAL CONSULTATIONS FOR THE THIRD WORLD WATER FORUM (JSF),FIN COMPL
790,TA,6006,REG,2001,REGIONAL CONFERENCE ON NATIONAL POVERTY STRATEGIES (NPRC COOP FUND),FIN COMPL
791,TA,6008,REG,2001,GENDER AND GOVERNANCE ISSUES IN LOCAL GOVT (JSF AND CIDA),FIN COMPL
792,TA,6016,REG,2001,CLEAN AIR INITIATIVE FOR ASIAN CITIES (JSF),FIN COMPL
793,TA,6021,REG,2002,A FRAMEWORK FOR ADB-NGO COOPERATION,FIN COMPL
794,TA,6027,REG,2002,FOURTH ASIA DEVELOPMENT FORUM,FIN COMPL
795,TA,6031,REG,2002,PROMOTING EFFECTIVE H20 MANAGEMENT POLICIES AND PRACTICES (CFWS),FIN COMPL
796,TA,6039,REG,2002,FORMULATION OF THE PACIFIC REGION ENVIRONMENTAL STRATEGY 2004-2008,FIN COMPL
797,TA,6047,REG,2002,NATL POVERTY REDN STRATEGIES IN PACIFIC DMCS (CFPR),FIN COMPL
798,TA,6056,REG,2002,GREATER MEKONG SUBREGION PHNOM PENH PLAN FOR DEVELOPMENT MANAGEMENT,FIN COMPL
799,TA,6061,REG,2002,PACIFIC FUND FOR STRATEGIC POVERTY ANALYSIS (DFID-PVRTY REDN COOP FND),FIN COMPL
800,TA,6063,REG,2002,PUBLIC OPINION SURVEYS ON JUDICIAL INDEPENDENCE AND ACCOUNTABILITY GCF,FIN COMPL
801,TA,6064,REG,2002,CLIMATE CHANGE ADAPTATION PROGRAM FOR THE PACIFIC (GOVT OF CANADA),FIN COMPL
802,TA,6065,REG,2002,ASSESSING COMMUNITY PERSPECTIVES ON GOVERNANCE IN THE PACIFIC (GCF),FIN COMPL
803,TA,6068,REG,2002,PREVENTION & CONTROL OF DUST & SANDSTORMS IN NORTHEAST ASIA (JSF/GEF),FIN COMPL
804,TA,6069,REG,2002,NATL PERF ASSESSMENT & SUBRGL STRATEGIC ENV FRAMEWORK IN THE GMS,FIN COMPL
805,TA,6073,REG,2002,DEVLPNG TOOLS 4 ASSESSING THE EFFCTIVNSS OF ADB OPER IN REDUCING POVRT,FIN COMPL
806,TA,6077,REG,2002,ROAD SAFETY IN THE ASSOCIATION OF SOUTHEAST ASIAN NATIONS,FIN COMPL
807,TA,6078,REG,2002,RURAL FINANCE IN CENTRAL ASIA,FIN COMPL
808,TA,6085,REG,2002,PREPARING A PACIFIC GOVERNANCE STRATEGY,FIN COMPL
809,TA,6088,REG,2002,STR & COLLECTN OF PURCHASING POWER PARITY DATA IN SELECTED DMS,FIN COMPL
810,TA,6092,REG,2002,ENHANCING GENDER AND DEVELOPMENT CAPACITY IN DMCS PHASE 2 (DENMARK),FIN COMPL
811,TA,6093,REG,2003,PROMOTING EFFECTIVE WATER MANAGEMENT POLICIES AND PRACTICES-PHASE 2,FIN COMPL
812,TA,6096,REG,2003,SUPPORTING THE SECTOR APPROACH AND RESULTS-BASED MGMNT IN ADB OPERTNS,FIN COMPL
813,TA,6102,REG,2003,RENEWABLE ENERGY AND ENERGY EFFICIENCY PROGRAM FOR THE PACIFIC,FIN COMPL
814,TA,6108,REG,2003,EMERGENCY REGL SUPPORT TO ADDRESS THE OUTBREAK OF SARS,FIN COMPL
815,TA,6109,REG,2003,NGO PARTNERSHIPS FOR POVERTY REDUCTION (PRCF),FIN COMPL
816,TA,6113,REG,2003,MAKING MARKETS WORK BETTER FOR THE POOR (UK),FIN COMPL
817,TA,6115,REG,2003,PVRTY REDN IN UPLAND COMM IN THE MEKONG REGION THRU IMPROVED FORESTRY,FIN COMPL
818,TA,6117,REG,2003,PROMOTING KNOWLEDGE TRANSFER THRU DIASPORA NETWORKS (GCF),FIN COMPL
819,TA,6118,REG,2003,PROMOTING NGO SUPPORT FOR POVERTY REDUCTION IN THE GREATER MEKONG SUBR,FIN COMPL
820,TA,6120,REG,2003,SOCIAL PROTECTION INDEX FOR COMMITTED POVERTY REDUCTION (PRCF/CFPR),FIN COMPL
821,TA,6123,REG,2003,PROMOTING EFFEC WATER MGNT POLICIES & PRACTICES - PHASE 3,FIN COMPL
822,TA,6124,REG,2003,THE ADB-OSI CENTRAL ASIA EDUCATION COOPERATION NETWORK,FIN COMPL
823,TA,6125,REG,2003,REGL WORKSHOP ON FORESTS & CLIMATE CHANGE: 9TH CONFERENCE OF PARTIES,FIN COMPL
824,TA,6126,REG,2003,CIVIL SOCIETY PARTICIPATION IN BUDGET FORMULATION IN THE PACIFIC,FIN COMPL
825,TA,6127,REG,2003,ASEAN+3 REGIONAL GUARANTEE MECHANISM,FIN COMPL
826,TA,6130,REG,2003,STUDY OF URBAN VIOLENCE IN ASIA:TOWARDS MORE EFFECTIVE URBAN UPGRADING,FIN COMPL
827,TA,6138,REG,2003,ASIA RECOVERY INFORMATION CENTER (PHASE III) (GOVT OF AUSTRALIA),FIN COMPL
828,TA,6143,REG,2003,PROMOTING GENDER EQUALITY AND WOMEN'S EMPOWERMENT (GDCF),FIN COMPL
829,TA,6144,REG,2003,BETTER AIR QUALITY MANAGEMENT IN ASIA,FIN COMPL
830,TA,6150,REG,2003,POVERTY AND ENVIRONMENT PROGRAM,FIN COMPL
831,TA,6155,REG,2003,CAP BLDG IN ENVIRNMNTL INFORMATION MNGMNT SYSTEMS IN CENTRAL ASIA,FIN COMPL
832,TA,6157,REG,2003,STRENGTHENING POVERTY ANALYSIS AND STRATEGIES IN THE PACIFIC,FIN COMPL
833,TA,6167,REG,2004,STUDY ON COOPERATION OPPORTUNITIES BETWEEN ADB & MEKONG RIVER COMMSSN,FIN COMPL
834,TA,6170,REG,2004,PLT PROJ ON INSTNLZNG CVL SOCIETY PARTCPTN TO CREATE LOC PROPOOR BUDGT,FIN COMPL
835,TA,6171,REG,2004,REVIEWING THE POVERTY IMPACT OF REGIONAL ECON INTEGRATION IN THE GMS,FIN COMPL
836,TA,6175,REG,2004,MAKING RESOURCE ALLOCATION PRO-POOR AND PARTICIPATORY IN THE PACIFIC,FIN COMPL
837,TA,6176,REG,2004,BUILDING CAPACITY FOR PARTICIPATORY APPROACHES TO POVERTY REDUCTION,FIN COMPL
838,TA,6177,REG,2004,MAINSTREAMING GENDER INTO POVERTY REDUCTION STRATEGIES IN FOUR CARS,FIN COMPL
839,TA,6182,REG,2004,DEVELOPMENT OF INTL PRUDENTIAL STANDARDS FOR ISLAMIC FINANCIAL SERVICE,FIN COMPL
840,TA,6185,REG,2004,REG WRKSHPS PRPRTN FOR THE 2ND HIGH LV FRM ON HARMONIZATION & ALIGNMNT,FIN COMPL
841,TA,6188,REG,2004,ESTABLISHING LEGAL IDENTITY FOR SOCIAL INCLUSION,FIN COMPL
842,TA,6190,REG,2004,PREVENTNG TRAFFICKNG OF WOMEN & CHILDRN & PROMOTNG SAFE MIGRATN IN GMS,FIN COMPL
843,TA,6194,REG,2004,GREATER MEKONG SUBREGION REGIONAL COMMUNICABLE DISEASES CONTROL,FIN COMPL
844,TA,6219,REG,2004,PROMOTING EFFECTIVE WATER MANAGEMENT POLICIES & PRACTICES - PHASE 4,FIN COMPL
845,TA,6222,REG,2004,LEADERSHIP ENHANCEMENT AND ADVANCEMENT PROGRAM,FIN COMPL
846,TA,6224,REG,2004,PILOT TEST PARTCPATRY ASSESS METHODOLOGIES FOR SUST & EQTBL WTR SUPPLY,FIN COMPL
847,TA,6234,REG,2005,REGIONAL ENVIRONMENTAL COMPLIANCE & ENFORCEMENT NETWORK (GCF),FIN COMPL
848,TA,6236,REG,2005,CENTRAL ASIAN COUNTRIES INITIATIVE FOR LAND MANAGEMENT (GEF & GM),FIN COMPL
849,TA,6237,REG,2005,GREATER MEKONG SUBREGION PHNOM PENH PLAN FOR DEVELOPMENT MANAGEMENT II,FIN COMPL
850,TA,6242,REG,2005,DEV NEW POLICY PARADIGMS FOR SUST LIVELIHOODS PROTECTN & NAT RES MGT,FIN COMPL
851,TA,6243,REG,2005,STRENGTHENING MALARIA CONTROL FOR ETHNIC MINORITIES (PRCF),FIN COMPL
852,TA,6245,REG,2005,STRENGTHENING PRO-POOR POLICY IN THE PACIFIC,FIN COMPL
853,TA,6247,REG,2005,HIV/AIDS VULNERABILITY & RISK REDUCTION AMONG ETHNIC MINORITY GROUPS,FIN COMPL
854,TA,6248,REG,2005,LEGAL EMPOWERMENT FOR WOMEN & DISADVANTAGED GROUPS,FIN COMPL
855,TA,6259,REG,2005,AVIATION SAFETY LEGISLATIVE & REGULATORY REVIEW,FIN COMPL
856,TA,6260,REG,2005,SOCIOECONOMIC IMPACT OF ROAD CRASHES,CANCELLED
857,TA,6261,REG,2005,ENERGY EFFICIENCY INITIATIVE CONSULTATION WORKSHOP,FIN COMPL
858,TA,6262,REG,2005,ENHANCING THE DEVT EFFECTIVENESS OF THE GMS ECONOMIC COOPERATN PROGRAM,FIN COMPL
859,TA,6265,REG,2005,IMPLEMENTING PILOT PROJECTS FOR SMALL PIPED WATER NETWORKS,FIN COMPL
860,TA,6266,REG,2005,ENHANCING THE BUSINESS ENVIROMENT OF THE GREATER MEKONG SUBREGION,FIN COMPL
861,TA,6267,REG,2005,ESTABLISHMENT OF THE CAREC MEMBERS ELECTRICITY REGULATORS FORUM,FIN COMPL
862,TA,6270,REG,2005,FACILITATING KNOWLEDGE MANAGEMENT FOR PRO-POOR POLICIES AND PROJECTS,FIN COMPL
863,TA,6277,REG,2005,PUBLIC POLICY TRAINING PROGRAM (JFPPT),FIN COMPL
864,TA,6278,REG,2005,INNOVATIVE INFO & COMM TECH IN EDUC & ITS POTNTIAL FOR REDUCING POVRTY,FIN COMPL
865,TA,6284,REG,2005,DEVELOPMENT OF CATASTROPHE RISK INSURANCE MECHANISM,FIN COMPL
866,TA,6285,REG,2005,STRENGTHNING COUNTRY SAFEGUARD SYSTEMS,FIN COMPL
867,TA,6286,REG,2005,CAP BLDG OF PS FINCL INSTITUTIONS IN MTG ENVIROMENTL & SOCIAL CHALLEGN,FIN COMPL
868,TA,6288,REG,2005,CAPACITY BUILDING FOR REGIONAL COOPERATION IN CENTRAL ASIA,FIN COMPL
869,TA,6289,REG,2005,CORE ENVT PRGM & BIODIVERSITY CONSERVATION CORRIDORS INITIATIVE IN GMS,ACTIVE
870,TA,6291,REG,2005,ROLLING OUT AIR QUALITY MANAGEMENT IN ASIA,FIN COMPL
871,TA,6292,REG,2005,PROMOTING ENVIROMENTAL INVESTMENT IN ASIA AND THE PACIFIC,FIN COMPL
872,TA,6293,REG,2005,MANAGING THE CITIES IN ASIA,ACTIVE
873,TA,6296,REG,2005,DEVELOPING PRO-POOR GOVERNANCE CAPABILITY AND KNOWLEDGE,FIN COMPL
874,TA,6304,REG,2006,GMS: PROWER TRADE COORDINATION AND DEVELOPMENT,FIN COMPL
875,TA,6306,REG,2006,MAINSTREAMING MFDR IN SUPPORT OF POVERTY REDUCTION IN SOUTH ASIA,FIN COMPL
876,TA,6307,REG,2006,IMPLEMENTATION OF THE GMS CROSS-BORDER TRANSPORT AGREEMENT,FIN COMPL
877,TA,6308,REG,2006,SCALING UP OF THE SOCIAL PROTECTION INDEX FOR COMMITTED POVERTY REDCTN,FIN COMPL
878,TA,6310,REG,2006,DEVELOPMENT STUDY OF GMS ECONOMIC CORRIDORS,FIN COMPL
879,TA,6313,REG,2006,PREVENTION & CONTROL OF AVIAN INFLUENZA IN ASIA & THE PACIFIC,FIN COMPL
880,TA,6315,REG,2006,REMITTANCES AND POVERTY IN CENTRAL ASIA AND SOUTH CAUSCASUS,FIN COMPL
881,TA,6316,REG,2006,ASIAN DEVELOPMENT COMMUNITY BROADCASTING INITIATIVE,FIN COMPL
882,TA,6321,REG,2006,FIGHTING HIV/AIDS IN ASIA AND THE PACIFIC-SUBPROJECT 3,FIN COMPL
883,TA,6324,REG,2006,EXPANSION OF SUBREGIONAL COOPERATION IN AGRICULTURE IN THE GMS,FIN COMPL
884,TA,6325,REG,2006,PROMOTING EFFECTIVE WATER MANAGEMENT POLICIES AND PRACTICES - PHASE 5,FIN COMPL
885,TA,6328,REG,2006,SUPPORT TO TRADE FACILITATION AND CAPACITY BUILDING IN THE GMS,FIN COMPL
886,TA,6337,REG,2006,DEVELOPMENT PARTNERSHIP PROGRAM FOR SOUTH ASIA,FIN COMPL
887,TA,6339,REG,2006,PARTNERSHIP ON POP PESTICIDES MGT FOR AGRICULTURAL PRODUCTION IN CAC,FIN COMPL
888,TA,6340,REG,2006,SUPPORT PREPARATIONS FOR THE CAREC BUSINESS DEVELOPMENT FORUM,FIN COMPL
889,TA,6342,REG,2006,TECHNICAL TRAINING & CAPACITY BLDG FOR SELECTED ASEAN+3 CTRY ON REFM,FIN COMPL
890,TA,6345,REG,2006,"CAP BLDG FOR DESIGNNG, NEGOTIATNG & IMPLEMNTNG FTAS IN SLCTD ASIAN DMC",FIN COMPL
891,TA,6351,REG,2006,PROCESS DEVELOPMENT FOR PREPARING AND IMPLEMENTING IWRM PLANS,FIN COMPL
892,TA,6352,REG,2006,ENHANCEMENT OF SUBREGIONAL COOPERATION IN BIMP-EAGA AND IMT-GT,FIN COMPL
893,TA,6353,REG,2006,PRIVATE SECTOR DEVELOPMENT INITIATIVE,FIN COMPL
894,TA,6357,REG,2006,CMPF SUPPORT PROJECT,FIN COMPL
895,TA,6358,REG,2006,SASEC INFORMATION HIGHWAY,FIN COMPL
896,TA,6360,REG,2006,STRENGTHENING GOVERNANCE & ACCOUNTABILITY IN PACIFIC ISLAND COUNTRIES,FIN COMPL
897,TA,6373,REG,2006,ASEAN+3 REGIONAL GUARANTEE & INVESTMENT MECHANISM PHASE 2,FIN COMPL
898,TA,6375,REG,2006,CAPACITY DEVT FOR REG COOPERATION IN CAREC PARTICIPATING COUNTRIES 1,FIN COMPL
899,TA,6382,REG,2006,SECOND ASEAN+3 SEMINAR ON POVERTY REDUCTION,FIN COMPL
900,TA,6384,REG,2007,"ESTBLSHNG RENWBLE ENERGY, ENERGY EFFICIENCY & GHG MITIGATION INV FUNDS",FIN COMPL
901,TA,6386,REG,2007,CAPACITY BUILDING FOR SUSTAINABLE INVESTMENT AND GOVERNANCE IN THE,FIN COMPL
902,TA,6389,REG,2007,CENTRAL ASIA REGIONAL ECONOMIC COOPERATION MMBRS ELCTRCTY RGLTRS FORUM,FIN COMPL
903,TA,6390,REG,2007,TRNSBNDRY ANML DSEASE CNTRL FOR PVRTY RDCTION IN THE GRTR MEKONG SBRGN,ACTIVE
904,TA,6407,REG,2007,GREATER MEKONG SUBREGION PHNOM PENH PLAN FOR DEVT MANAGEMENT III,FIN COMPL
905,TA,6408,REG,2007,SUPPORT FOR CIQS HARMONIZATION IN THE BIMP-EAGA,FIN COMPL
906,TA,6409,REG,2007,"STRENGTHENING CENTRAL ASIA REGIONAL ECONOMIC COOPERATION, 2007-2011",FIN COMPL
907,TA,6410,REG,2007,CAPACITY DEVELOPMENT FOR MONITORING AND EVALUATION,FIN COMPL
908,TA,6412,REG,2007,PUBLIC POLICY TRAINING PROGRAM 2007-2010,FIN COMPL
909,TA,6413,REG,2007,STRENGTHENING HUMAN RESOURCES DEVT COOPERATION IN THE GMS,FIN COMPL
910,TA,6416,REG,2007,A DEVELOPMENT FRAMEWORK FOR SUSTAINABLE URBAN TRANSPORT,FIN COMPL
911,TA,6419,REG,2007,PROMOTING ENVIROMENTAL COMPLIANCE AND EFORCEMENT IN ASIA,FIN COMPL
